Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.841
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.383
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.603
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.678
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.602
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.476
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.734
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.721
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.765
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.893
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.991
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.801
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.632
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.398
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.907
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.868
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.981
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.557
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.381
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.866
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.803
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.805
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.753
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.767
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.696
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.841
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.931
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.903
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.978
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.969
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.312
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.269
