Model,Task,Accuracy
meta-llama/Meta-Llama-3-8B,principle_A_domain_2,0.85
meta-llama/Meta-Llama-3-8B,principle_A_domain_3,0.637
meta-llama/Meta-Llama-3-8B,principle_A_reconstruction,0.491
meta-llama/Meta-Llama-3-8B,regular_plural_subject_verb_agreement_1,0.933
meta-llama/Meta-Llama-3-8B,regular_plural_subject_verb_agreement_2,0.9
meta-llama/Meta-Llama-3-8B,sentential_negation_npi_licensor_present,0.995
meta-llama/Meta-Llama-3-8B,sentential_negation_npi_scope,0.686
meta-llama/Meta-Llama-3-8B,sentential_subject_island,0.465
meta-llama/Meta-Llama-3-8B,superlative_quantifiers_1,0.885
meta-llama/Meta-Llama-3-8B,superlative_quantifiers_2,0.841
meta-llama/Meta-Llama-3-8B,tough_vs_raising_1,0.76
meta-llama/Meta-Llama-3-8B,tough_vs_raising_2,0.796
meta-llama/Meta-Llama-3-8B,transitive,0.777
meta-llama/Meta-Llama-3-8B,wh_island,0.768
meta-llama/Meta-Llama-3-8B,wh_questions_object_gap,0.794
meta-llama/Meta-Llama-3-8B,wh_questions_subject_gap,0.898
meta-llama/Meta-Llama-3-8B,wh_questions_subject_gap_long_distance,0.887
meta-llama/Meta-Llama-3-8B,wh_vs_that_no_gap,0.969
meta-llama/Meta-Llama-3-8B,wh_vs_that_no_gap_long_distance,0.955
meta-llama/Meta-Llama-3-8B,wh_vs_that_with_gap,0.357
meta-llama/Meta-Llama-3-8B,wh_vs_that_with_gap_long_distance,0.289
tokyotech-llm/Llama-3-Swallow-8B-v0.1,adjunct_island,0.879
tokyotech-llm/Llama-3-Swallow-8B-v0.1,anaphor_gender_agreement,0.983
tokyotech-llm/Llama-3-Swallow-8B-v0.1,anaphor_number_agreement,0.992
tokyotech-llm/Llama-3-Swallow-8B-v0.1,animate_subject_passive,0.727
tokyotech-llm/Llama-3-Swallow-8B-v0.1,animate_subject_trans,0.757
tokyotech-llm/Llama-3-Swallow-8B-v0.1,causative,0.727
tokyotech-llm/Llama-3-Swallow-8B-v0.1,complex_NP_island,0.582
tokyotech-llm/Llama-3-Swallow-8B-v0.1,coordinate_structure_constraint_complex_left_branch,0.752
tokyotech-llm/Llama-3-Swallow-8B-v0.1,coordinate_structure_constraint_object_extraction,0.836
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_1,0.949
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_2,0.975
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_irregular_1,0.815
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_irregular_2,0.937
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_2,0.936
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_irregular_1,0.822
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_irregular_2,0.92
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adjective_1,0.924
tokyotech-llm/Llama-3-Swallow-8B-v0.1,distractor_agreement_relational_noun,0.751
tokyotech-llm/Llama-3-Swallow-8B-v0.1,distractor_agreement_relative_clause,0.673
tokyotech-llm/Llama-3-Swallow-8B-v0.1,drop_argument,0.508
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_1,0.787
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_2,0.951
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_object_raising,0.79
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_1,0.954
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_2,0.175
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_subject_raising,0.863
tokyotech-llm/Llama-3-Swallow-8B-v0.1,expletive_it_object_raising,0.795
tokyotech-llm/Llama-3-Swallow-8B-v0.1,inchoative,0.702
tokyotech-llm/Llama-3-Swallow-8B-v0.1,intransitive,0.626
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_adjectives,0.981
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.857
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.884
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.832
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.639
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.864
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.373
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.629
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.721
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.737
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.508
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.753
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.737
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.794
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.904
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.994
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.822
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.643
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.396
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.928
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.894
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.991
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.654
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.457
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.864
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.817
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.749
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.799
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.753
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.763
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.814
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.919
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.908
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.974
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.963
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.319
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.271
DiscoResearch/Llama3-German-8B,adjunct_island,0.85
DiscoResearch/Llama3-German-8B,anaphor_gender_agreement,0.986
DiscoResearch/Llama3-German-8B,anaphor_number_agreement,0.993
DiscoResearch/Llama3-German-8B,animate_subject_passive,0.711
DiscoResearch/Llama3-German-8B,animate_subject_trans,0.76
DiscoResearch/Llama3-German-8B,causative,0.691
DiscoResearch/Llama3-German-8B,complex_NP_island,0.492
DiscoResearch/Llama3-German-8B,coordinate_structure_constraint_complex_left_branch,0.693
DiscoResearch/Llama3-German-8B,coordinate_structure_constraint_object_extraction,0.787
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_1,0.933
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_2,0.929
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_irregular_1,0.784
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_irregular_2,0.887
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_with_adj_2,0.86
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_with_adj_irregular_1,0.784
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_with_adj_irregular_2,0.841
DiscoResearch/Llama3-German-8B,determiner_noun_agreement_with_adjective_1,0.895
DiscoResearch/Llama3-German-8B,distractor_agreement_relational_noun,0.787
DiscoResearch/Llama3-German-8B,distractor_agreement_relative_clause,0.51
DiscoResearch/Llama3-German-8B,drop_argument,0.458
DiscoResearch/Llama3-German-8B,ellipsis_n_bar_1,0.694
DiscoResearch/Llama3-German-8B,ellipsis_n_bar_2,0.948
DiscoResearch/Llama3-German-8B,existential_there_object_raising,0.758
DiscoResearch/Llama3-German-8B,existential_there_quantifiers_1,0.964
DiscoResearch/Llama3-German-8B,existential_there_quantifiers_2,0.225
DiscoResearch/Llama3-German-8B,existential_there_subject_raising,0.852
DiscoResearch/Llama3-German-8B,expletive_it_object_raising,0.795
DiscoResearch/Llama3-German-8B,inchoative,0.64
DiscoResearch/Llama3-German-8B,intransitive,0.556
DiscoResearch/Llama3-German-8B,irregular_past_participle_adjectives,0.925
DiscoResearch/Llama3-German-8B,irregular_past_participle_verbs,0.812
DiscoResearch/Llama3-German-8B,irregular_plural_subject_verb_agreement_1,0.871
DiscoResearch/Llama3-German-8B,irregular_plural_subject_verb_agreement_2,0.8
DiscoResearch/Llama3-German-8B,left_branch_island_echo_question,0.669
DiscoResearch/Llama3-German-8B,left_branch_island_simple_question,0.797
DiscoResearch/Llama3-German-8B,matrix_question_npi_licensor_present,0.285
DiscoResearch/Llama3-German-8B,npi_present_1,0.646
DiscoResearch/Llama3-German-8B,npi_present_2,0.722
DiscoResearch/Llama3-German-8B,only_npi_licensor_present,0.901
DiscoResearch/Llama3-German-8B,only_npi_scope,0.489
DiscoResearch/Llama3-German-8B,passive_1,0.733
DiscoResearch/Llama3-German-8B,passive_2,0.67
DiscoResearch/Llama3-German-8B,principle_A_c_command,0.616
DiscoResearch/Llama3-German-8B,principle_A_case_1,0.999
DiscoResearch/Llama3-German-8B,principle_A_case_2,0.813
DiscoResearch/Llama3-German-8B,principle_A_domain_1,0.995
DiscoResearch/Llama3-German-8B,principle_A_domain_2,0.798
DiscoResearch/Llama3-German-8B,principle_A_domain_3,0.636
DiscoResearch/Llama3-German-8B,principle_A_reconstruction,0.477
DiscoResearch/Llama3-German-8B,regular_plural_subject_verb_agreement_1,0.908
DiscoResearch/Llama3-German-8B,regular_plural_subject_verb_agreement_2,0.814
DiscoResearch/Llama3-German-8B,sentential_negation_npi_licensor_present,0.996
DiscoResearch/Llama3-German-8B,sentential_negation_npi_scope,0.639
DiscoResearch/Llama3-German-8B,sentential_subject_island,0.375
DiscoResearch/Llama3-German-8B,superlative_quantifiers_1,0.915
DiscoResearch/Llama3-German-8B,superlative_quantifiers_2,0.774
DiscoResearch/Llama3-German-8B,tough_vs_raising_1,0.664
DiscoResearch/Llama3-German-8B,tough_vs_raising_2,0.736
DiscoResearch/Llama3-German-8B,transitive,0.717
DiscoResearch/Llama3-German-8B,wh_island,0.737
DiscoResearch/Llama3-German-8B,wh_questions_object_gap,0.74
DiscoResearch/Llama3-German-8B,wh_questions_subject_gap,0.868
DiscoResearch/Llama3-German-8B,wh_questions_subject_gap_long_distance,0.86
DiscoResearch/Llama3-German-8B,wh_vs_that_no_gap,0.953
DiscoResearch/Llama3-German-8B,wh_vs_that_no_gap_long_distance,0.946
DiscoResearch/Llama3-German-8B,wh_vs_that_with_gap,0.213
DiscoResearch/Llama3-German-8B,wh_vs_that_with_gap_long_distance,0.167
DeepMount00/Llama-3-8b-Ita,adjunct_island,0.838
DeepMount00/Llama-3-8b-Ita,anaphor_gender_agreement,0.986
DeepMount00/Llama-3-8b-Ita,anaphor_number_agreement,0.989
DeepMount00/Llama-3-8b-Ita,animate_subject_passive,0.725
DeepMount00/Llama-3-8b-Ita,animate_subject_trans,0.656
DeepMount00/Llama-3-8b-Ita,causative,0.688
DeepMount00/Llama-3-8b-Ita,complex_NP_island,0.593
DeepMount00/Llama-3-8b-Ita,coordinate_structure_constraint_complex_left_branch,0.905
DeepMount00/Llama-3-8b-Ita,coordinate_structure_constraint_object_extraction,0.862
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_1,0.95
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_2,0.969
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_irregular_1,0.814
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_irregular_2,0.936
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_with_adj_2,0.936
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_with_adj_irregular_1,0.81
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_with_adj_irregular_2,0.915
DeepMount00/Llama-3-8b-Ita,determiner_noun_agreement_with_adjective_1,0.927
DeepMount00/Llama-3-8b-Ita,distractor_agreement_relational_noun,0.8
DeepMount00/Llama-3-8b-Ita,distractor_agreement_relative_clause,0.66
DeepMount00/Llama-3-8b-Ita,drop_argument,0.492
DeepMount00/Llama-3-8b-Ita,ellipsis_n_bar_1,0.808
DeepMount00/Llama-3-8b-Ita,ellipsis_n_bar_2,0.925
DeepMount00/Llama-3-8b-Ita,existential_there_object_raising,0.694
DeepMount00/Llama-3-8b-Ita,existential_there_quantifiers_1,0.984
DeepMount00/Llama-3-8b-Ita,existential_there_quantifiers_2,0.786
DeepMount00/Llama-3-8b-Ita,existential_there_subject_raising,0.816
DeepMount00/Llama-3-8b-Ita,expletive_it_object_raising,0.772
DeepMount00/Llama-3-8b-Ita,inchoative,0.652
DeepMount00/Llama-3-8b-Ita,intransitive,0.595
DeepMount00/Llama-3-8b-Ita,irregular_past_participle_adjectives,0.813
DeepMount00/Llama-3-8b-Ita,irregular_past_participle_verbs,0.691
DeepMount00/Llama-3-8b-Ita,irregular_plural_subject_verb_agreement_1,0.859
DeepMount00/Llama-3-8b-Ita,irregular_plural_subject_verb_agreement_2,0.788
DeepMount00/Llama-3-8b-Ita,left_branch_island_echo_question,0.744
DeepMount00/Llama-3-8b-Ita,left_branch_island_simple_question,0.96
DeepMount00/Llama-3-8b-Ita,matrix_question_npi_licensor_present,0.759
DeepMount00/Llama-3-8b-Ita,npi_present_1,0.538
DeepMount00/Llama-3-8b-Ita,npi_present_2,0.531
DeepMount00/Llama-3-8b-Ita,only_npi_licensor_present,0.925
DeepMount00/Llama-3-8b-Ita,only_npi_scope,0.831
DeepMount00/Llama-3-8b-Ita,passive_1,0.681
DeepMount00/Llama-3-8b-Ita,passive_2,0.732
DeepMount00/Llama-3-8b-Ita,principle_A_c_command,0.755
DeepMount00/Llama-3-8b-Ita,principle_A_case_1,0.998
DeepMount00/Llama-3-8b-Ita,principle_A_case_2,0.786
DeepMount00/Llama-3-8b-Ita,principle_A_domain_1,0.986
DeepMount00/Llama-3-8b-Ita,principle_A_domain_2,0.848
DeepMount00/Llama-3-8b-Ita,principle_A_domain_3,0.587
DeepMount00/Llama-3-8b-Ita,principle_A_reconstruction,0.627
DeepMount00/Llama-3-8b-Ita,regular_plural_subject_verb_agreement_1,0.836
DeepMount00/Llama-3-8b-Ita,regular_plural_subject_verb_agreement_2,0.901
DeepMount00/Llama-3-8b-Ita,sentential_negation_npi_licensor_present,0.999
DeepMount00/Llama-3-8b-Ita,sentential_negation_npi_scope,0.639
DeepMount00/Llama-3-8b-Ita,sentential_subject_island,0.487
DeepMount00/Llama-3-8b-Ita,superlative_quantifiers_1,0.922
DeepMount00/Llama-3-8b-Ita,superlative_quantifiers_2,0.71
DeepMount00/Llama-3-8b-Ita,tough_vs_raising_1,0.699
DeepMount00/Llama-3-8b-Ita,tough_vs_raising_2,0.795
DeepMount00/Llama-3-8b-Ita,transitive,0.771
DeepMount00/Llama-3-8b-Ita,wh_island,0.764
DeepMount00/Llama-3-8b-Ita,wh_questions_object_gap,0.824
DeepMount00/Llama-3-8b-Ita,wh_questions_subject_gap,0.862
DeepMount00/Llama-3-8b-Ita,wh_questions_subject_gap_long_distance,0.84
DeepMount00/Llama-3-8b-Ita,wh_vs_that_no_gap,0.961
DeepMount00/Llama-3-8b-Ita,wh_vs_that_no_gap_long_distance,0.926
DeepMount00/Llama-3-8b-Ita,wh_vs_that_with_gap,0.259
DeepMount00/Llama-3-8b-Ita,wh_vs_that_with_gap_long_distance,0.293
beomi/Llama-3-KoEn-8B,adjunct_island,0.91
beomi/Llama-3-KoEn-8B,anaphor_gender_agreement,0.997
beomi/Llama-3-KoEn-8B,anaphor_number_agreement,0.996
beomi/Llama-3-KoEn-8B,animate_subject_passive,0.733
beomi/Llama-3-KoEn-8B,animate_subject_trans,0.782
beomi/Llama-3-KoEn-8B,causative,0.781
beomi/Llama-3-KoEn-8B,complex_NP_island,0.582
beomi/Llama-3-KoEn-8B,coordinate_structure_constraint_complex_left_branch,0.73
beomi/Llama-3-KoEn-8B,coordinate_structure_constraint_object_extraction,0.887
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_1,0.962
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_2,0.989
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_irregular_1,0.849
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_irregular_2,0.947
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_with_adj_2,0.959
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_with_adj_irregular_1,0.84
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_with_adj_irregular_2,0.918
beomi/Llama-3-KoEn-8B,determiner_noun_agreement_with_adjective_1,0.93
beomi/Llama-3-KoEn-8B,distractor_agreement_relational_noun,0.824
beomi/Llama-3-KoEn-8B,distractor_agreement_relative_clause,0.702
beomi/Llama-3-KoEn-8B,drop_argument,0.567
beomi/Llama-3-KoEn-8B,ellipsis_n_bar_1,0.813
beomi/Llama-3-KoEn-8B,ellipsis_n_bar_2,0.956
beomi/Llama-3-KoEn-8B,existential_there_object_raising,0.773
beomi/Llama-3-KoEn-8B,existential_there_quantifiers_1,0.976
beomi/Llama-3-KoEn-8B,existential_there_quantifiers_2,0.202
beomi/Llama-3-KoEn-8B,existential_there_subject_raising,0.895
beomi/Llama-3-KoEn-8B,expletive_it_object_raising,0.789
beomi/Llama-3-KoEn-8B,inchoative,0.757
beomi/Llama-3-KoEn-8B,intransitive,0.682
beomi/Llama-3-KoEn-8B,irregular_past_participle_adjectives,0.974
beomi/Llama-3-KoEn-8B,irregular_past_participle_verbs,0.912
beomi/Llama-3-KoEn-8B,irregular_plural_subject_verb_agreement_1,0.893
beomi/Llama-3-KoEn-8B,irregular_plural_subject_verb_agreement_2,0.842
beomi/Llama-3-KoEn-8B,left_branch_island_echo_question,0.605
beomi/Llama-3-KoEn-8B,left_branch_island_simple_question,0.868
beomi/Llama-3-KoEn-8B,matrix_question_npi_licensor_present,0.447
beomi/Llama-3-KoEn-8B,npi_present_1,0.553
beomi/Llama-3-KoEn-8B,npi_present_2,0.669
beomi/Llama-3-KoEn-8B,only_npi_licensor_present,0.933
beomi/Llama-3-KoEn-8B,only_npi_scope,0.633
beomi/Llama-3-KoEn-8B,passive_1,0.801
beomi/Llama-3-KoEn-8B,passive_2,0.773
beomi/Llama-3-KoEn-8B,principle_A_c_command,0.786
beomi/Llama-3-KoEn-8B,principle_A_case_1,1.0
beomi/Llama-3-KoEn-8B,principle_A_case_2,0.881
beomi/Llama-3-KoEn-8B,principle_A_domain_1,0.997
beomi/Llama-3-KoEn-8B,principle_A_domain_2,0.857
beomi/Llama-3-KoEn-8B,principle_A_domain_3,0.674
beomi/Llama-3-KoEn-8B,principle_A_reconstruction,0.545
beomi/Llama-3-KoEn-8B,regular_plural_subject_verb_agreement_1,0.933
beomi/Llama-3-KoEn-8B,regular_plural_subject_verb_agreement_2,0.918
beomi/Llama-3-KoEn-8B,sentential_negation_npi_licensor_present,0.997
beomi/Llama-3-KoEn-8B,sentential_negation_npi_scope,0.78
beomi/Llama-3-KoEn-8B,sentential_subject_island,0.408
beomi/Llama-3-KoEn-8B,superlative_quantifiers_1,0.77
beomi/Llama-3-KoEn-8B,superlative_quantifiers_2,0.87
beomi/Llama-3-KoEn-8B,tough_vs_raising_1,0.778
beomi/Llama-3-KoEn-8B,tough_vs_raising_2,0.792
beomi/Llama-3-KoEn-8B,transitive,0.789
beomi/Llama-3-KoEn-8B,wh_island,0.738
beomi/Llama-3-KoEn-8B,wh_questions_object_gap,0.836
beomi/Llama-3-KoEn-8B,wh_questions_subject_gap,0.929
beomi/Llama-3-KoEn-8B,wh_questions_subject_gap_long_distance,0.894
beomi/Llama-3-KoEn-8B,wh_vs_that_no_gap,0.968
beomi/Llama-3-KoEn-8B,wh_vs_that_no_gap_long_distance,0.951
beomi/Llama-3-KoEn-8B,wh_vs_that_with_gap,0.446
beomi/Llama-3-KoEn-8B,wh_vs_that_with_gap_long_distance,0.396
ReBatch/Llama-3-8B-dutch,adjunct_island,0.893
ReBatch/Llama-3-8B-dutch,anaphor_gender_agreement,0.992
ReBatch/Llama-3-8B-dutch,anaphor_number_agreement,0.997
ReBatch/Llama-3-8B-dutch,animate_subject_passive,0.742
ReBatch/Llama-3-8B-dutch,animate_subject_trans,0.801
ReBatch/Llama-3-8B-dutch,causative,0.784
ReBatch/Llama-3-8B-dutch,complex_NP_island,0.678
ReBatch/Llama-3-8B-dutch,coordinate_structure_constraint_complex_left_branch,0.948
ReBatch/Llama-3-8B-dutch,coordinate_structure_constraint_object_extraction,0.857
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_1,0.96
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_2,0.992
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_irregular_1,0.832
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_irregular_2,0.968
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_with_adj_2,0.965
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_with_adj_irregular_1,0.843
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_with_adj_irregular_2,0.954
ReBatch/Llama-3-8B-dutch,determiner_noun_agreement_with_adjective_1,0.927
ReBatch/Llama-3-8B-dutch,distractor_agreement_relational_noun,0.861
ReBatch/Llama-3-8B-dutch,distractor_agreement_relative_clause,0.762
ReBatch/Llama-3-8B-dutch,drop_argument,0.544
ReBatch/Llama-3-8B-dutch,ellipsis_n_bar_1,0.821
ReBatch/Llama-3-8B-dutch,ellipsis_n_bar_2,0.957
ReBatch/Llama-3-8B-dutch,existential_there_object_raising,0.755
ReBatch/Llama-3-8B-dutch,existential_there_quantifiers_1,0.987
ReBatch/Llama-3-8B-dutch,existential_there_quantifiers_2,0.891
ReBatch/Llama-3-8B-dutch,existential_there_subject_raising,0.868
ReBatch/Llama-3-8B-dutch,expletive_it_object_raising,0.83
ReBatch/Llama-3-8B-dutch,inchoative,0.738
ReBatch/Llama-3-8B-dutch,intransitive,0.671
ReBatch/Llama-3-8B-dutch,irregular_past_participle_adjectives,0.907
ReBatch/Llama-3-8B-dutch,irregular_past_participle_verbs,0.794
ReBatch/Llama-3-8B-dutch,irregular_plural_subject_verb_agreement_1,0.88
ReBatch/Llama-3-8B-dutch,irregular_plural_subject_verb_agreement_2,0.863
ReBatch/Llama-3-8B-dutch,left_branch_island_echo_question,0.762
ReBatch/Llama-3-8B-dutch,left_branch_island_simple_question,0.988
ReBatch/Llama-3-8B-dutch,matrix_question_npi_licensor_present,0.745
ReBatch/Llama-3-8B-dutch,npi_present_1,0.641
ReBatch/Llama-3-8B-dutch,npi_present_2,0.731
ReBatch/Llama-3-8B-dutch,only_npi_licensor_present,0.966
ReBatch/Llama-3-8B-dutch,only_npi_scope,0.768
ReBatch/Llama-3-8B-dutch,passive_1,0.783
ReBatch/Llama-3-8B-dutch,passive_2,0.77
ReBatch/Llama-3-8B-dutch,principle_A_c_command,0.822
ReBatch/Llama-3-8B-dutch,principle_A_case_1,1.0
ReBatch/Llama-3-8B-dutch,principle_A_case_2,0.909
ReBatch/Llama-3-8B-dutch,principle_A_domain_1,0.993
ReBatch/Llama-3-8B-dutch,principle_A_domain_2,0.894
ReBatch/Llama-3-8B-dutch,principle_A_domain_3,0.687
