Model,Task,Accuracy
meta-llama/Meta-Llama-3-8B,principle_A_domain_2,0.85
meta-llama/Meta-Llama-3-8B,principle_A_domain_3,0.637
meta-llama/Meta-Llama-3-8B,principle_A_reconstruction,0.491
meta-llama/Meta-Llama-3-8B,regular_plural_subject_verb_agreement_1,0.933
meta-llama/Meta-Llama-3-8B,regular_plural_subject_verb_agreement_2,0.9
meta-llama/Meta-Llama-3-8B,sentential_negation_npi_licensor_present,0.995
meta-llama/Meta-Llama-3-8B,sentential_negation_npi_scope,0.686
meta-llama/Meta-Llama-3-8B,sentential_subject_island,0.465
meta-llama/Meta-Llama-3-8B,superlative_quantifiers_1,0.885
meta-llama/Meta-Llama-3-8B,superlative_quantifiers_2,0.841
meta-llama/Meta-Llama-3-8B,tough_vs_raising_1,0.76
meta-llama/Meta-Llama-3-8B,tough_vs_raising_2,0.796
meta-llama/Meta-Llama-3-8B,transitive,0.777
meta-llama/Meta-Llama-3-8B,wh_island,0.768
meta-llama/Meta-Llama-3-8B,wh_questions_object_gap,0.794
meta-llama/Meta-Llama-3-8B,wh_questions_subject_gap,0.898
meta-llama/Meta-Llama-3-8B,wh_questions_subject_gap_long_distance,0.887
meta-llama/Meta-Llama-3-8B,wh_vs_that_no_gap,0.969
meta-llama/Meta-Llama-3-8B,wh_vs_that_no_gap_long_distance,0.955
meta-llama/Meta-Llama-3-8B,wh_vs_that_with_gap,0.357
meta-llama/Meta-Llama-3-8B,wh_vs_that_with_gap_long_distance,0.289
tokyotech-llm/Llama-3-Swallow-8B-v0.1,adjunct_island,0.879
tokyotech-llm/Llama-3-Swallow-8B-v0.1,anaphor_gender_agreement,0.983
tokyotech-llm/Llama-3-Swallow-8B-v0.1,anaphor_number_agreement,0.992
tokyotech-llm/Llama-3-Swallow-8B-v0.1,animate_subject_passive,0.727
tokyotech-llm/Llama-3-Swallow-8B-v0.1,animate_subject_trans,0.757
tokyotech-llm/Llama-3-Swallow-8B-v0.1,causative,0.727
tokyotech-llm/Llama-3-Swallow-8B-v0.1,complex_NP_island,0.582
tokyotech-llm/Llama-3-Swallow-8B-v0.1,coordinate_structure_constraint_complex_left_branch,0.752
tokyotech-llm/Llama-3-Swallow-8B-v0.1,coordinate_structure_constraint_object_extraction,0.836
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_1,0.949
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_2,0.975
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_irregular_1,0.815
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_irregular_2,0.937
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_2,0.936
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_irregular_1,0.822
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adj_irregular_2,0.92
tokyotech-llm/Llama-3-Swallow-8B-v0.1,determiner_noun_agreement_with_adjective_1,0.924
tokyotech-llm/Llama-3-Swallow-8B-v0.1,distractor_agreement_relational_noun,0.751
tokyotech-llm/Llama-3-Swallow-8B-v0.1,distractor_agreement_relative_clause,0.673
tokyotech-llm/Llama-3-Swallow-8B-v0.1,drop_argument,0.508
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_1,0.787
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_2,0.951
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_object_raising,0.79
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_1,0.954
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_2,0.175
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_subject_raising,0.863
tokyotech-llm/Llama-3-Swallow-8B-v0.1,expletive_it_object_raising,0.795
tokyotech-llm/Llama-3-Swallow-8B-v0.1,inchoative,0.702
tokyotech-llm/Llama-3-Swallow-8B-v0.1,intransitive,0.626
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_adjectives,0.981
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.857
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.884
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.832
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.639
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.864
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.373
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.629
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.721
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.737
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.508
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.753
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.737
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.794
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.904
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.994
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.822
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.643
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.396
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.928
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.894
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.991
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.654
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.457
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.864
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.817
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.749
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.799
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.753
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.763
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.814
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.919
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.908
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.974
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.963
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.319
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.271
