Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.88
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.806
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.98
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.549
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.367
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.818
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.827
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.75
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.739
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.723
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.712
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.85
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.913
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.876
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.974
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.959
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.263
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.214
