Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.825
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.989
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.657
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.374
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.898
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.85
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.676
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.778
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.741
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.427
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.869
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.935
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.896
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.985
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.968
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.267
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.233
