Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.822
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.874
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.83
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.731
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.879
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.439
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.538
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.685
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.764
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.472
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.659
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.658
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.786
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,0.999
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.887
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.999
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.754
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.616
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.534
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.928
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.885
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.991
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.773
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.387
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.798
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.921
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.715
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.801
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.665
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.806
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.828
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.882
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.864
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.948
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.943
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.365
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.281
