Model,Task,Accuracy
gpt2,principle_A_reconstruction,0.311
gpt2,regular_plural_subject_verb_agreement_1,0.383
gpt2,regular_plural_subject_verb_agreement_2,0.427
gpt2,sentential_negation_npi_licensor_present,0.838
gpt2,sentential_negation_npi_scope,0.173
gpt2,sentential_subject_island,0.612
gpt2,superlative_quantifiers_1,0.43
gpt2,superlative_quantifiers_2,0.21
gpt2,tough_vs_raising_1,0.44
gpt2,tough_vs_raising_2,0.527
gpt2,transitive,0.562
gpt2,wh_island,0.215
gpt2,wh_questions_object_gap,0.891
gpt2,wh_questions_subject_gap,0.785
gpt2,wh_questions_subject_gap_long_distance,0.772
gpt2,wh_vs_that_no_gap,0.897
gpt2,wh_vs_that_no_gap_long_distance,0.656
gpt2,wh_vs_that_with_gap,0.071
gpt2,wh_vs_that_with_gap_long_distance,0.261
dbmdz/german-gpt2,adjunct_island,0.443
dbmdz/german-gpt2,anaphor_gender_agreement,0.2
dbmdz/german-gpt2,anaphor_number_agreement,0.499
dbmdz/german-gpt2,animate_subject_passive,0.515
dbmdz/german-gpt2,animate_subject_trans,0.802
dbmdz/german-gpt2,causative,0.556
dbmdz/german-gpt2,complex_NP_island,0.546
dbmdz/german-gpt2,coordinate_structure_constraint_complex_left_branch,0.517
dbmdz/german-gpt2,coordinate_structure_constraint_object_extraction,0.312
dbmdz/german-gpt2,determiner_noun_agreement_1,0.514
dbmdz/german-gpt2,determiner_noun_agreement_2,0.456
dbmdz/german-gpt2,determiner_noun_agreement_irregular_1,0.46
dbmdz/german-gpt2,determiner_noun_agreement_irregular_2,0.519
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_2,0.469
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_1,0.486
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_2,0.521
dbmdz/german-gpt2,determiner_noun_agreement_with_adjective_1,0.512
dbmdz/german-gpt2,distractor_agreement_relational_noun,0.515
dbmdz/german-gpt2,distractor_agreement_relative_clause,0.557
dbmdz/german-gpt2,drop_argument,0.657
dbmdz/german-gpt2,ellipsis_n_bar_1,0.566
dbmdz/german-gpt2,ellipsis_n_bar_2,0.305
dbmdz/german-gpt2,existential_there_object_raising,0.424
dbmdz/german-gpt2,existential_there_quantifiers_1,0.671
dbmdz/german-gpt2,existential_there_quantifiers_2,0.234
dbmdz/german-gpt2,existential_there_subject_raising,0.526
dbmdz/german-gpt2,expletive_it_object_raising,0.445
dbmdz/german-gpt2,inchoative,0.44
dbmdz/german-gpt2,intransitive,0.552
dbmdz/german-gpt2,irregular_past_participle_adjectives,0.118
dbmdz/german-gpt2,irregular_past_participle_verbs,0.749
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_1,0.484
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_2,0.461
dbmdz/german-gpt2,left_branch_island_echo_question,0.368
dbmdz/german-gpt2,left_branch_island_simple_question,0.572
dbmdz/german-gpt2,matrix_question_npi_licensor_present,0.534
dbmdz/german-gpt2,npi_present_1,0.157
dbmdz/german-gpt2,npi_present_2,0.148
dbmdz/german-gpt2,only_npi_licensor_present,0.629
dbmdz/german-gpt2,only_npi_scope,0.264
dbmdz/german-gpt2,passive_1,0.488
dbmdz/german-gpt2,passive_2,0.502
dbmdz/german-gpt2,principle_A_c_command,0.362
dbmdz/german-gpt2,principle_A_case_1,1.0
dbmdz/german-gpt2,principle_A_case_2,0.441
dbmdz/german-gpt2,principle_A_domain_1,1.0
dbmdz/german-gpt2,principle_A_domain_2,0.642
dbmdz/german-gpt2,principle_A_domain_3,0.486
dbmdz/german-gpt2,principle_A_reconstruction,0.523
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_1,0.461
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_2,0.446
dbmdz/german-gpt2,sentential_negation_npi_licensor_present,0.886
dbmdz/german-gpt2,sentential_negation_npi_scope,0.591
dbmdz/german-gpt2,sentential_subject_island,0.585
dbmdz/german-gpt2,superlative_quantifiers_1,0.509
dbmdz/german-gpt2,superlative_quantifiers_2,0.129
dbmdz/german-gpt2,tough_vs_raising_1,0.431
dbmdz/german-gpt2,tough_vs_raising_2,0.565
dbmdz/german-gpt2,transitive,0.46
dbmdz/german-gpt2,wh_island,0.474
dbmdz/german-gpt2,wh_questions_object_gap,0.603
dbmdz/german-gpt2,wh_questions_subject_gap,0.468
dbmdz/german-gpt2,wh_questions_subject_gap_long_distance,0.476
dbmdz/german-gpt2,wh_vs_that_no_gap,0.548
dbmdz/german-gpt2,wh_vs_that_no_gap_long_distance,0.389
dbmdz/german-gpt2,wh_vs_that_with_gap,0.471
dbmdz/german-gpt2,wh_vs_that_with_gap_long_distance,0.594
GroNLP/gpt2-small-italian,adjunct_island,0.309
GroNLP/gpt2-small-italian,anaphor_gender_agreement,0.333
GroNLP/gpt2-small-italian,anaphor_number_agreement,0.551
GroNLP/gpt2-small-italian,animate_subject_passive,0.448
GroNLP/gpt2-small-italian,animate_subject_trans,0.791
GroNLP/gpt2-small-italian,causative,0.657
GroNLP/gpt2-small-italian,complex_NP_island,0.357
GroNLP/gpt2-small-italian,coordinate_structure_constraint_complex_left_branch,0.705
GroNLP/gpt2-small-italian,coordinate_structure_constraint_object_extraction,0.375
GroNLP/gpt2-small-italian,determiner_noun_agreement_1,0.5
GroNLP/gpt2-small-italian,determiner_noun_agreement_2,0.49
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_1,0.51
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_2,0.531
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_2,0.473
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_1,0.515
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_2,0.537
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adjective_1,0.5
GroNLP/gpt2-small-italian,distractor_agreement_relational_noun,0.462
GroNLP/gpt2-small-italian,distractor_agreement_relative_clause,0.527
GroNLP/gpt2-small-italian,drop_argument,0.623
GroNLP/gpt2-small-italian,ellipsis_n_bar_1,0.626
GroNLP/gpt2-small-italian,ellipsis_n_bar_2,0.26
GroNLP/gpt2-small-italian,existential_there_object_raising,0.468
GroNLP/gpt2-small-italian,existential_there_quantifiers_1,0.794
GroNLP/gpt2-small-italian,existential_there_quantifiers_2,0.436
GroNLP/gpt2-small-italian,existential_there_subject_raising,0.575
GroNLP/gpt2-small-italian,expletive_it_object_raising,0.482
GroNLP/gpt2-small-italian,inchoative,0.51
GroNLP/gpt2-small-italian,intransitive,0.572
GroNLP/gpt2-small-italian,irregular_past_participle_adjectives,0.044
GroNLP/gpt2-small-italian,irregular_past_participle_verbs,0.777
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_1,0.516
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_2,0.482
GroNLP/gpt2-small-italian,left_branch_island_echo_question,0.228
GroNLP/gpt2-small-italian,left_branch_island_simple_question,0.731
GroNLP/gpt2-small-italian,matrix_question_npi_licensor_present,0.435
GroNLP/gpt2-small-italian,npi_present_1,0.084
GroNLP/gpt2-small-italian,npi_present_2,0.095
GroNLP/gpt2-small-italian,only_npi_licensor_present,0.552
GroNLP/gpt2-small-italian,only_npi_scope,0.53
GroNLP/gpt2-small-italian,passive_1,0.517
GroNLP/gpt2-small-italian,passive_2,0.495
GroNLP/gpt2-small-italian,principle_A_c_command,0.571
GroNLP/gpt2-small-italian,principle_A_case_1,1.0
GroNLP/gpt2-small-italian,principle_A_case_2,0.448
GroNLP/gpt2-small-italian,principle_A_domain_1,1.0
GroNLP/gpt2-small-italian,principle_A_domain_2,0.519
GroNLP/gpt2-small-italian,principle_A_domain_3,0.531
GroNLP/gpt2-small-italian,principle_A_reconstruction,0.829
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_1,0.43
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_2,0.439
GroNLP/gpt2-small-italian,sentential_negation_npi_licensor_present,1.0
GroNLP/gpt2-small-italian,sentential_negation_npi_scope,0.786
GroNLP/gpt2-small-italian,sentential_subject_island,0.711
GroNLP/gpt2-small-italian,superlative_quantifiers_1,0.273
GroNLP/gpt2-small-italian,superlative_quantifiers_2,0.129
GroNLP/gpt2-small-italian,tough_vs_raising_1,0.361
GroNLP/gpt2-small-italian,tough_vs_raising_2,0.648
GroNLP/gpt2-small-italian,transitive,0.482
GroNLP/gpt2-small-italian,wh_island,0.705
GroNLP/gpt2-small-italian,wh_questions_object_gap,1.0
GroNLP/gpt2-small-italian,wh_questions_subject_gap,0.999
GroNLP/gpt2-small-italian,wh_questions_subject_gap_long_distance,1.0
GroNLP/gpt2-small-italian,wh_vs_that_no_gap,1.0
GroNLP/gpt2-small-italian,wh_vs_that_no_gap_long_distance,1.0
GroNLP/gpt2-small-italian,wh_vs_that_with_gap,0.0
GroNLP/gpt2-small-italian,wh_vs_that_with_gap_long_distance,0.0
dbddv01/gpt2-french-small,adjunct_island,0.702
dbddv01/gpt2-french-small,anaphor_gender_agreement,0.331
dbddv01/gpt2-french-small,anaphor_number_agreement,0.521
dbddv01/gpt2-french-small,animate_subject_passive,0.458
dbddv01/gpt2-french-small,animate_subject_trans,0.816
dbddv01/gpt2-french-small,causative,0.588
dbddv01/gpt2-french-small,complex_NP_island,0.637
dbddv01/gpt2-french-small,coordinate_structure_constraint_complex_left_branch,0.368
dbddv01/gpt2-french-small,coordinate_structure_constraint_object_extraction,0.252
dbddv01/gpt2-french-small,determiner_noun_agreement_1,0.484
dbddv01/gpt2-french-small,determiner_noun_agreement_2,0.49
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_1,0.512
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_2,0.531
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_2,0.473
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_1,0.51
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_2,0.537
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adjective_1,0.476
dbddv01/gpt2-french-small,distractor_agreement_relational_noun,0.483
dbddv01/gpt2-french-small,distractor_agreement_relative_clause,0.518
dbddv01/gpt2-french-small,drop_argument,0.67
dbddv01/gpt2-french-small,ellipsis_n_bar_1,0.604
dbddv01/gpt2-french-small,ellipsis_n_bar_2,0.289
dbddv01/gpt2-french-small,existential_there_object_raising,0.34
dbddv01/gpt2-french-small,existential_there_quantifiers_1,0.674
dbddv01/gpt2-french-small,existential_there_quantifiers_2,0.098
dbddv01/gpt2-french-small,existential_there_subject_raising,0.49
dbddv01/gpt2-french-small,expletive_it_object_raising,0.414
dbddv01/gpt2-french-small,inchoative,0.443
dbddv01/gpt2-french-small,intransitive,0.615
dbddv01/gpt2-french-small,irregular_past_participle_adjectives,0.223
dbddv01/gpt2-french-small,irregular_past_participle_verbs,0.772
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_1,0.488
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_2,0.529
dbddv01/gpt2-french-small,left_branch_island_echo_question,0.7
dbddv01/gpt2-french-small,left_branch_island_simple_question,0.379
dbddv01/gpt2-french-small,matrix_question_npi_licensor_present,0.507
dbddv01/gpt2-french-small,npi_present_1,0.0
dbddv01/gpt2-french-small,npi_present_2,0.001
dbddv01/gpt2-french-small,only_npi_licensor_present,0.931
dbddv01/gpt2-french-small,only_npi_scope,0.68
dbddv01/gpt2-french-small,passive_1,0.511
dbddv01/gpt2-french-small,passive_2,0.499
dbddv01/gpt2-french-small,principle_A_c_command,0.358
dbddv01/gpt2-french-small,principle_A_case_1,1.0
dbddv01/gpt2-french-small,principle_A_case_2,0.488
dbddv01/gpt2-french-small,principle_A_domain_1,1.0
dbddv01/gpt2-french-small,principle_A_domain_2,0.528
dbddv01/gpt2-french-small,principle_A_domain_3,0.467
dbddv01/gpt2-french-small,principle_A_reconstruction,0.512
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_1,0.618
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_2,0.451
dbddv01/gpt2-french-small,sentential_negation_npi_licensor_present,1.0
dbddv01/gpt2-french-small,sentential_negation_npi_scope,0.258
dbddv01/gpt2-french-small,sentential_subject_island,0.481
dbddv01/gpt2-french-small,superlative_quantifiers_1,0.509
dbddv01/gpt2-french-small,superlative_quantifiers_2,0.118
dbddv01/gpt2-french-small,tough_vs_raising_1,0.348
dbddv01/gpt2-french-small,tough_vs_raising_2,0.679
dbddv01/gpt2-french-small,transitive,0.494
dbddv01/gpt2-french-small,wh_island,0.661
dbddv01/gpt2-french-small,wh_questions_object_gap,0.699
dbddv01/gpt2-french-small,wh_questions_subject_gap,0.71
dbddv01/gpt2-french-small,wh_questions_subject_gap_long_distance,0.638
dbddv01/gpt2-french-small,wh_vs_that_no_gap,0.881
dbddv01/gpt2-french-small,wh_vs_that_no_gap_long_distance,0.856
dbddv01/gpt2-french-small,wh_vs_that_with_gap,0.138
dbddv01/gpt2-french-small,wh_vs_that_with_gap_long_distance,0.117
skt/kogpt2-base-v2,adjunct_island,0.25
skt/kogpt2-base-v2,anaphor_gender_agreement,0.759
skt/kogpt2-base-v2,anaphor_number_agreement,0.521
skt/kogpt2-base-v2,animate_subject_passive,0.532
skt/kogpt2-base-v2,animate_subject_trans,0.821
skt/kogpt2-base-v2,causative,0.605
skt/kogpt2-base-v2,complex_NP_island,0.375
skt/kogpt2-base-v2,coordinate_structure_constraint_complex_left_branch,0.704
skt/kogpt2-base-v2,coordinate_structure_constraint_object_extraction,0.298
skt/kogpt2-base-v2,determiner_noun_agreement_1,0.504
skt/kogpt2-base-v2,determiner_noun_agreement_2,0.472
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_1,0.522
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_2,0.493
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_2,0.495
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_1,0.557
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_2,0.495
skt/kogpt2-base-v2,determiner_noun_agreement_with_adjective_1,0.492
skt/kogpt2-base-v2,distractor_agreement_relational_noun,0.521
skt/kogpt2-base-v2,distractor_agreement_relative_clause,0.506
skt/kogpt2-base-v2,drop_argument,0.644
skt/kogpt2-base-v2,ellipsis_n_bar_1,0.655
skt/kogpt2-base-v2,ellipsis_n_bar_2,0.336
skt/kogpt2-base-v2,existential_there_object_raising,0.427
skt/kogpt2-base-v2,existential_there_quantifiers_1,0.757
skt/kogpt2-base-v2,existential_there_quantifiers_2,0.619
skt/kogpt2-base-v2,existential_there_subject_raising,0.519
skt/kogpt2-base-v2,expletive_it_object_raising,0.479
skt/kogpt2-base-v2,inchoative,0.519
skt/kogpt2-base-v2,intransitive,0.65
skt/kogpt2-base-v2,irregular_past_participle_adjectives,0.116
skt/kogpt2-base-v2,irregular_past_participle_verbs,0.798
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_1,0.455
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_2,0.535
skt/kogpt2-base-v2,left_branch_island_echo_question,0.001
skt/kogpt2-base-v2,left_branch_island_simple_question,0.647
skt/kogpt2-base-v2,matrix_question_npi_licensor_present,0.538
skt/kogpt2-base-v2,npi_present_1,0.0
skt/kogpt2-base-v2,npi_present_2,0.001
skt/kogpt2-base-v2,only_npi_licensor_present,0.227
skt/kogpt2-base-v2,only_npi_scope,0.239
skt/kogpt2-base-v2,passive_1,0.533
skt/kogpt2-base-v2,passive_2,0.531
skt/kogpt2-base-v2,principle_A_c_command,0.266
skt/kogpt2-base-v2,principle_A_case_1,1.0
skt/kogpt2-base-v2,principle_A_case_2,0.227
skt/kogpt2-base-v2,principle_A_domain_1,1.0
skt/kogpt2-base-v2,principle_A_domain_2,0.445
skt/kogpt2-base-v2,principle_A_domain_3,0.51
skt/kogpt2-base-v2,principle_A_reconstruction,0.789
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_1,0.57
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_2,0.445
skt/kogpt2-base-v2,sentential_negation_npi_licensor_present,1.0
skt/kogpt2-base-v2,sentential_negation_npi_scope,0.551
skt/kogpt2-base-v2,sentential_subject_island,0.677
skt/kogpt2-base-v2,superlative_quantifiers_1,0.0
skt/kogpt2-base-v2,superlative_quantifiers_2,0.113
skt/kogpt2-base-v2,tough_vs_raising_1,0.405
skt/kogpt2-base-v2,tough_vs_raising_2,0.618
skt/kogpt2-base-v2,transitive,0.448
skt/kogpt2-base-v2,wh_island,1.0
skt/kogpt2-base-v2,wh_questions_object_gap,0.991
skt/kogpt2-base-v2,wh_questions_subject_gap,1.0
skt/kogpt2-base-v2,wh_questions_subject_gap_long_distance,1.0
skt/kogpt2-base-v2,wh_vs_that_no_gap,1.0
skt/kogpt2-base-v2,wh_vs_that_no_gap_long_distance,1.0
skt/kogpt2-base-v2,wh_vs_that_with_gap,0.0
skt/kogpt2-base-v2,wh_vs_that_with_gap_long_distance,0.0
datificate/gpt2-small-spanish,adjunct_island,0.535
datificate/gpt2-small-spanish,anaphor_gender_agreement,0.424
datificate/gpt2-small-spanish,anaphor_number_agreement,0.521
datificate/gpt2-small-spanish,animate_subject_passive,0.535
datificate/gpt2-small-spanish,animate_subject_trans,0.821
datificate/gpt2-small-spanish,causative,0.536
datificate/gpt2-small-spanish,complex_NP_island,0.55
datificate/gpt2-small-spanish,coordinate_structure_constraint_complex_left_branch,0.339
datificate/gpt2-small-spanish,coordinate_structure_constraint_object_extraction,0.254
datificate/gpt2-small-spanish,determiner_noun_agreement_1,0.493
datificate/gpt2-small-spanish,determiner_noun_agreement_2,0.49
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_1,0.538
datificate/gpt2-small-spanish,determiner_noun_agreement_irregular_2,0.531
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_2,0.473
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_1,0.543
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adj_irregular_2,0.537
datificate/gpt2-small-spanish,determiner_noun_agreement_with_adjective_1,0.503
datificate/gpt2-small-spanish,distractor_agreement_relational_noun,0.49
datificate/gpt2-small-spanish,distractor_agreement_relative_clause,0.522
datificate/gpt2-small-spanish,drop_argument,0.699
datificate/gpt2-small-spanish,ellipsis_n_bar_1,0.602
datificate/gpt2-small-spanish,ellipsis_n_bar_2,0.286
datificate/gpt2-small-spanish,existential_there_object_raising,0.565
datificate/gpt2-small-spanish,existential_there_quantifiers_1,0.863
datificate/gpt2-small-spanish,existential_there_quantifiers_2,0.396
datificate/gpt2-small-spanish,existential_there_subject_raising,0.53
datificate/gpt2-small-spanish,expletive_it_object_raising,0.519
datificate/gpt2-small-spanish,inchoative,0.49
datificate/gpt2-small-spanish,intransitive,0.664
datificate/gpt2-small-spanish,irregular_past_participle_adjectives,0.07
datificate/gpt2-small-spanish,irregular_past_participle_verbs,0.815
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_1,0.488
datificate/gpt2-small-spanish,irregular_plural_subject_verb_agreement_2,0.49
datificate/gpt2-small-spanish,left_branch_island_echo_question,0.063
datificate/gpt2-small-spanish,left_branch_island_simple_question,0.351
datificate/gpt2-small-spanish,matrix_question_npi_licensor_present,0.293
datificate/gpt2-small-spanish,npi_present_1,0.073
datificate/gpt2-small-spanish,npi_present_2,0.052
datificate/gpt2-small-spanish,only_npi_licensor_present,0.0
datificate/gpt2-small-spanish,only_npi_scope,0.468
datificate/gpt2-small-spanish,passive_1,0.517
datificate/gpt2-small-spanish,passive_2,0.524
datificate/gpt2-small-spanish,principle_A_c_command,0.283
datificate/gpt2-small-spanish,principle_A_case_1,1.0
datificate/gpt2-small-spanish,principle_A_case_2,0.507
datificate/gpt2-small-spanish,principle_A_domain_1,1.0
datificate/gpt2-small-spanish,principle_A_domain_2,0.584
datificate/gpt2-small-spanish,principle_A_domain_3,0.49
datificate/gpt2-small-spanish,principle_A_reconstruction,0.56
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_1,0.584
datificate/gpt2-small-spanish,regular_plural_subject_verb_agreement_2,0.458
datificate/gpt2-small-spanish,sentential_negation_npi_licensor_present,1.0
datificate/gpt2-small-spanish,sentential_negation_npi_scope,0.659
datificate/gpt2-small-spanish,sentential_subject_island,0.658
datificate/gpt2-small-spanish,superlative_quantifiers_1,0.0
datificate/gpt2-small-spanish,superlative_quantifiers_2,0.46
datificate/gpt2-small-spanish,tough_vs_raising_1,0.344
datificate/gpt2-small-spanish,tough_vs_raising_2,0.669
datificate/gpt2-small-spanish,transitive,0.421
datificate/gpt2-small-spanish,wh_island,0.814
datificate/gpt2-small-spanish,wh_questions_object_gap,0.999
datificate/gpt2-small-spanish,wh_questions_subject_gap,1.0
datificate/gpt2-small-spanish,wh_questions_subject_gap_long_distance,1.0
datificate/gpt2-small-spanish,wh_vs_that_no_gap,1.0
datificate/gpt2-small-spanish,wh_vs_that_no_gap_long_distance,1.0
datificate/gpt2-small-spanish,wh_vs_that_with_gap,0.0
datificate/gpt2-small-spanish,wh_vs_that_with_gap_long_distance,0.0
