Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_1,0.628
tokyotech-llm/Llama-3-Swallow-8B-v0.1,ellipsis_n_bar_2,0.343
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_object_raising,0.343
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_1,0.109
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_2,0.629
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_subject_raising,0.211
tokyotech-llm/Llama-3-Swallow-8B-v0.1,expletive_it_object_raising,0.456
tokyotech-llm/Llama-3-Swallow-8B-v0.1,inchoative,0.404
tokyotech-llm/Llama-3-Swallow-8B-v0.1,intransitive,0.599
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_adjectives,0.095
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.189
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.235
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.262
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.181
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.374
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.43
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.275
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.104
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.193
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.581
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.427
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.611
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.91
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,0.042
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.179
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.589
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.077
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.394
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.578
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.153
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.241
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.326
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.255
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.355
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.457
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.345
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.568
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.278
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.497
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.281
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.624
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.485
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.525
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.501
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.4
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.332
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.459
