Model,Task,Accuracy
gpt2,principle_A_reconstruction,0.311
gpt2,regular_plural_subject_verb_agreement_1,0.399
gpt2,regular_plural_subject_verb_agreement_2,0.421
gpt2,sentential_negation_npi_licensor_present,0.838
gpt2,sentential_negation_npi_scope,0.173
gpt2,sentential_subject_island,0.612
gpt2,superlative_quantifiers_1,0.43
gpt2,superlative_quantifiers_2,0.21
gpt2,tough_vs_raising_1,0.499
gpt2,tough_vs_raising_2,0.462
gpt2,transitive,0.648
gpt2,wh_island,0.215
gpt2,wh_questions_object_gap,0.891
gpt2,wh_questions_subject_gap,0.785
gpt2,wh_questions_subject_gap_long_distance,0.772
gpt2,wh_vs_that_no_gap,0.897
gpt2,wh_vs_that_no_gap_long_distance,0.656
gpt2,wh_vs_that_with_gap,0.071
gpt2,wh_vs_that_with_gap_long_distance,0.261
rinna/japanese-gpt2-small,adjunct_island,0.363
rinna/japanese-gpt2-small,anaphor_gender_agreement,0.733
rinna/japanese-gpt2-small,anaphor_number_agreement,0.574
rinna/japanese-gpt2-small,animate_subject_passive,0.499
rinna/japanese-gpt2-small,animate_subject_trans,0.583
rinna/japanese-gpt2-small,causative,0.611
rinna/japanese-gpt2-small,complex_NP_island,0.351
rinna/japanese-gpt2-small,coordinate_structure_constraint_complex_left_branch,0.78
rinna/japanese-gpt2-small,coordinate_structure_constraint_object_extraction,0.359
rinna/japanese-gpt2-small,determiner_noun_agreement_1,0.492
rinna/japanese-gpt2-small,determiner_noun_agreement_2,0.491
rinna/japanese-gpt2-small,determiner_noun_agreement_irregular_1,0.519
rinna/japanese-gpt2-small,determiner_noun_agreement_irregular_2,0.483
rinna/japanese-gpt2-small,determiner_noun_agreement_with_adj_2,0.512
rinna/japanese-gpt2-small,determiner_noun_agreement_with_adj_irregular_1,0.536
rinna/japanese-gpt2-small,determiner_noun_agreement_with_adj_irregular_2,0.458
rinna/japanese-gpt2-small,determiner_noun_agreement_with_adjective_1,0.526
rinna/japanese-gpt2-small,distractor_agreement_relational_noun,0.507
rinna/japanese-gpt2-small,distractor_agreement_relative_clause,0.489
rinna/japanese-gpt2-small,drop_argument,0.52
rinna/japanese-gpt2-small,ellipsis_n_bar_1,0.374
rinna/japanese-gpt2-small,ellipsis_n_bar_2,0.364
rinna/japanese-gpt2-small,existential_there_object_raising,0.38
rinna/japanese-gpt2-small,existential_there_quantifiers_1,0.853
rinna/japanese-gpt2-small,existential_there_quantifiers_2,0.854
rinna/japanese-gpt2-small,existential_there_subject_raising,0.533
rinna/japanese-gpt2-small,expletive_it_object_raising,0.414
rinna/japanese-gpt2-small,inchoative,0.605
rinna/japanese-gpt2-small,intransitive,0.576
rinna/japanese-gpt2-small,irregular_past_participle_adjectives,0.372
rinna/japanese-gpt2-small,irregular_past_participle_verbs,0.648
rinna/japanese-gpt2-small,irregular_plural_subject_verb_agreement_1,0.475
rinna/japanese-gpt2-small,irregular_plural_subject_verb_agreement_2,0.534
rinna/japanese-gpt2-small,left_branch_island_echo_question,0.122
rinna/japanese-gpt2-small,left_branch_island_simple_question,0.624
rinna/japanese-gpt2-small,matrix_question_npi_licensor_present,0.568
rinna/japanese-gpt2-small,npi_present_1,0.119
rinna/japanese-gpt2-small,npi_present_2,0.122
rinna/japanese-gpt2-small,only_npi_licensor_present,0.978
rinna/japanese-gpt2-small,only_npi_scope,0.851
rinna/japanese-gpt2-small,passive_1,0.552
rinna/japanese-gpt2-small,passive_2,0.512
rinna/japanese-gpt2-small,principle_A_c_command,0.497
rinna/japanese-gpt2-small,principle_A_case_1,0.796
rinna/japanese-gpt2-small,principle_A_case_2,0.323
rinna/japanese-gpt2-small,principle_A_domain_1,0.944
rinna/japanese-gpt2-small,principle_A_domain_2,0.439
rinna/japanese-gpt2-small,principle_A_domain_3,0.532
rinna/japanese-gpt2-small,principle_A_reconstruction,0.693
rinna/japanese-gpt2-small,regular_plural_subject_verb_agreement_1,0.61
rinna/japanese-gpt2-small,regular_plural_subject_verb_agreement_2,0.504
rinna/japanese-gpt2-small,sentential_negation_npi_licensor_present,0.98
rinna/japanese-gpt2-small,sentential_negation_npi_scope,0.738
rinna/japanese-gpt2-small,sentential_subject_island,0.717
rinna/japanese-gpt2-small,superlative_quantifiers_1,0.343
rinna/japanese-gpt2-small,superlative_quantifiers_2,0.432
rinna/japanese-gpt2-small,tough_vs_raising_1,0.375
rinna/japanese-gpt2-small,tough_vs_raising_2,0.638
rinna/japanese-gpt2-small,transitive,0.485
rinna/japanese-gpt2-small,wh_island,0.946
rinna/japanese-gpt2-small,wh_questions_object_gap,0.183
rinna/japanese-gpt2-small,wh_questions_subject_gap,0.213
rinna/japanese-gpt2-small,wh_questions_subject_gap_long_distance,0.465
rinna/japanese-gpt2-small,wh_vs_that_no_gap,0.392
rinna/japanese-gpt2-small,wh_vs_that_no_gap_long_distance,0.489
rinna/japanese-gpt2-small,wh_vs_that_with_gap,0.596
rinna/japanese-gpt2-small,wh_vs_that_with_gap_long_distance,0.468
GroNLP/gpt2-small-dutch,adjunct_island,0.34
GroNLP/gpt2-small-dutch,anaphor_gender_agreement,0.203
GroNLP/gpt2-small-dutch,anaphor_number_agreement,0.412
GroNLP/gpt2-small-dutch,animate_subject_passive,0.572
GroNLP/gpt2-small-dutch,animate_subject_trans,0.318
GroNLP/gpt2-small-dutch,causative,0.454
GroNLP/gpt2-small-dutch,complex_NP_island,0.329
GroNLP/gpt2-small-dutch,coordinate_structure_constraint_complex_left_branch,0.705
GroNLP/gpt2-small-dutch,coordinate_structure_constraint_object_extraction,0.44
GroNLP/gpt2-small-dutch,determiner_noun_agreement_1,0.509
GroNLP/gpt2-small-dutch,determiner_noun_agreement_2,0.526
GroNLP/gpt2-small-dutch,determiner_noun_agreement_irregular_1,0.513
GroNLP/gpt2-small-dutch,determiner_noun_agreement_irregular_2,0.45
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_2,0.524
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_irregular_1,0.508
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_irregular_2,0.476
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adjective_1,0.495
GroNLP/gpt2-small-dutch,distractor_agreement_relational_noun,0.517
GroNLP/gpt2-small-dutch,distractor_agreement_relative_clause,0.478
GroNLP/gpt2-small-dutch,drop_argument,0.507
GroNLP/gpt2-small-dutch,ellipsis_n_bar_1,0.63
GroNLP/gpt2-small-dutch,ellipsis_n_bar_2,0.309
GroNLP/gpt2-small-dutch,existential_there_object_raising,0.473
GroNLP/gpt2-small-dutch,existential_there_quantifiers_1,0.565
GroNLP/gpt2-small-dutch,existential_there_quantifiers_2,0.552
GroNLP/gpt2-small-dutch,existential_there_subject_raising,0.594
GroNLP/gpt2-small-dutch,expletive_it_object_raising,0.462
GroNLP/gpt2-small-dutch,inchoative,0.444
GroNLP/gpt2-small-dutch,intransitive,0.514
GroNLP/gpt2-small-dutch,irregular_past_participle_adjectives,0.263
GroNLP/gpt2-small-dutch,irregular_past_participle_verbs,0.622
GroNLP/gpt2-small-dutch,irregular_plural_subject_verb_agreement_1,0.508
GroNLP/gpt2-small-dutch,irregular_plural_subject_verb_agreement_2,0.499
GroNLP/gpt2-small-dutch,left_branch_island_echo_question,0.38
GroNLP/gpt2-small-dutch,left_branch_island_simple_question,0.681
GroNLP/gpt2-small-dutch,matrix_question_npi_licensor_present,0.509
GroNLP/gpt2-small-dutch,npi_present_1,0.932
GroNLP/gpt2-small-dutch,npi_present_2,0.906
GroNLP/gpt2-small-dutch,only_npi_licensor_present,0.998
GroNLP/gpt2-small-dutch,only_npi_scope,0.331
GroNLP/gpt2-small-dutch,passive_1,0.534
GroNLP/gpt2-small-dutch,passive_2,0.535
GroNLP/gpt2-small-dutch,principle_A_c_command,0.656
GroNLP/gpt2-small-dutch,principle_A_case_1,0.764
GroNLP/gpt2-small-dutch,principle_A_case_2,0.522
GroNLP/gpt2-small-dutch,principle_A_domain_1,0.999
GroNLP/gpt2-small-dutch,principle_A_domain_2,0.576
GroNLP/gpt2-small-dutch,principle_A_domain_3,0.514
GroNLP/gpt2-small-dutch,principle_A_reconstruction,0.681
GroNLP/gpt2-small-dutch,regular_plural_subject_verb_agreement_1,0.565
GroNLP/gpt2-small-dutch,regular_plural_subject_verb_agreement_2,0.521
GroNLP/gpt2-small-dutch,sentential_negation_npi_licensor_present,0.286
GroNLP/gpt2-small-dutch,sentential_negation_npi_scope,0.817
GroNLP/gpt2-small-dutch,sentential_subject_island,0.598
GroNLP/gpt2-small-dutch,superlative_quantifiers_1,0.051
GroNLP/gpt2-small-dutch,superlative_quantifiers_2,0.526
GroNLP/gpt2-small-dutch,tough_vs_raising_1,0.384
GroNLP/gpt2-small-dutch,tough_vs_raising_2,0.653
GroNLP/gpt2-small-dutch,transitive,0.527
GroNLP/gpt2-small-dutch,wh_island,0.896
GroNLP/gpt2-small-dutch,wh_questions_object_gap,0.611
GroNLP/gpt2-small-dutch,wh_questions_subject_gap,0.793
GroNLP/gpt2-small-dutch,wh_questions_subject_gap_long_distance,0.845
GroNLP/gpt2-small-dutch,wh_vs_that_no_gap,0.611
GroNLP/gpt2-small-dutch,wh_vs_that_no_gap_long_distance,0.772
GroNLP/gpt2-small-dutch,wh_vs_that_with_gap,0.328
GroNLP/gpt2-small-dutch,wh_vs_that_with_gap_long_distance,0.247
dbmdz/german-gpt2,adjunct_island,0.443
dbmdz/german-gpt2,anaphor_gender_agreement,0.354
dbmdz/german-gpt2,anaphor_number_agreement,0.501
dbmdz/german-gpt2,animate_subject_passive,0.474
dbmdz/german-gpt2,animate_subject_trans,0.441
dbmdz/german-gpt2,causative,0.609
dbmdz/german-gpt2,complex_NP_island,0.546
dbmdz/german-gpt2,coordinate_structure_constraint_complex_left_branch,0.517
dbmdz/german-gpt2,coordinate_structure_constraint_object_extraction,0.303
dbmdz/german-gpt2,determiner_noun_agreement_1,0.519
dbmdz/german-gpt2,determiner_noun_agreement_2,0.456
dbmdz/german-gpt2,determiner_noun_agreement_irregular_1,0.467
dbmdz/german-gpt2,determiner_noun_agreement_irregular_2,0.519
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_2,0.469
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_1,0.491
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_2,0.521
dbmdz/german-gpt2,determiner_noun_agreement_with_adjective_1,0.519
dbmdz/german-gpt2,distractor_agreement_relational_noun,0.526
dbmdz/german-gpt2,distractor_agreement_relative_clause,0.574
dbmdz/german-gpt2,drop_argument,0.433
dbmdz/german-gpt2,ellipsis_n_bar_1,0.566
dbmdz/german-gpt2,ellipsis_n_bar_2,0.385
dbmdz/german-gpt2,existential_there_object_raising,0.364
dbmdz/german-gpt2,existential_there_quantifiers_1,0.72
dbmdz/german-gpt2,existential_there_quantifiers_2,0.901
dbmdz/german-gpt2,existential_there_subject_raising,0.561
dbmdz/german-gpt2,expletive_it_object_raising,0.39
dbmdz/german-gpt2,inchoative,0.459
dbmdz/german-gpt2,intransitive,0.471
dbmdz/german-gpt2,irregular_past_participle_adjectives,0.118
dbmdz/german-gpt2,irregular_past_participle_verbs,0.651
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_1,0.503
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_2,0.458
dbmdz/german-gpt2,left_branch_island_echo_question,0.265
dbmdz/german-gpt2,left_branch_island_simple_question,0.572
dbmdz/german-gpt2,matrix_question_npi_licensor_present,0.751
dbmdz/german-gpt2,npi_present_1,0.3
dbmdz/german-gpt2,npi_present_2,0.31
dbmdz/german-gpt2,only_npi_licensor_present,0.629
dbmdz/german-gpt2,only_npi_scope,0.637
dbmdz/german-gpt2,passive_1,0.435
dbmdz/german-gpt2,passive_2,0.433
dbmdz/german-gpt2,principle_A_c_command,0.37
dbmdz/german-gpt2,principle_A_case_1,0.628
dbmdz/german-gpt2,principle_A_case_2,0.554
dbmdz/german-gpt2,principle_A_domain_1,0.978
dbmdz/german-gpt2,principle_A_domain_2,0.607
dbmdz/german-gpt2,principle_A_domain_3,0.503
dbmdz/german-gpt2,principle_A_reconstruction,0.523
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_1,0.484
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_2,0.456
dbmdz/german-gpt2,sentential_negation_npi_licensor_present,0.853
dbmdz/german-gpt2,sentential_negation_npi_scope,0.591
dbmdz/german-gpt2,sentential_subject_island,0.585
dbmdz/german-gpt2,superlative_quantifiers_1,0.412
dbmdz/german-gpt2,superlative_quantifiers_2,0.248
dbmdz/german-gpt2,tough_vs_raising_1,0.408
dbmdz/german-gpt2,tough_vs_raising_2,0.555
dbmdz/german-gpt2,transitive,0.45
dbmdz/german-gpt2,wh_island,0.474
dbmdz/german-gpt2,wh_questions_object_gap,0.603
dbmdz/german-gpt2,wh_questions_subject_gap,0.468
dbmdz/german-gpt2,wh_questions_subject_gap_long_distance,0.476
dbmdz/german-gpt2,wh_vs_that_no_gap,0.548
dbmdz/german-gpt2,wh_vs_that_no_gap_long_distance,0.389
dbmdz/german-gpt2,wh_vs_that_with_gap,0.471
dbmdz/german-gpt2,wh_vs_that_with_gap_long_distance,0.594
GroNLP/gpt2-small-italian,adjunct_island,0.309
GroNLP/gpt2-small-italian,anaphor_gender_agreement,0.333
GroNLP/gpt2-small-italian,anaphor_number_agreement,0.551
GroNLP/gpt2-small-italian,animate_subject_passive,0.516
GroNLP/gpt2-small-italian,animate_subject_trans,0.45
GroNLP/gpt2-small-italian,causative,0.474
GroNLP/gpt2-small-italian,complex_NP_island,0.357
GroNLP/gpt2-small-italian,coordinate_structure_constraint_complex_left_branch,0.705
GroNLP/gpt2-small-italian,coordinate_structure_constraint_object_extraction,0.259
GroNLP/gpt2-small-italian,determiner_noun_agreement_1,0.521
GroNLP/gpt2-small-italian,determiner_noun_agreement_2,0.502
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_1,0.527
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_2,0.492
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_2,0.529
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_1,0.498
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_2,0.497
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adjective_1,0.507
GroNLP/gpt2-small-italian,distractor_agreement_relational_noun,0.475
GroNLP/gpt2-small-italian,distractor_agreement_relative_clause,0.462
GroNLP/gpt2-small-italian,drop_argument,0.44
GroNLP/gpt2-small-italian,ellipsis_n_bar_1,0.626
GroNLP/gpt2-small-italian,ellipsis_n_bar_2,0.273
GroNLP/gpt2-small-italian,existential_there_object_raising,0.392
GroNLP/gpt2-small-italian,existential_there_quantifiers_1,0.926
GroNLP/gpt2-small-italian,existential_there_quantifiers_2,0.436
GroNLP/gpt2-small-italian,existential_there_subject_raising,0.538
GroNLP/gpt2-small-italian,expletive_it_object_raising,0.443
GroNLP/gpt2-small-italian,inchoative,0.464
GroNLP/gpt2-small-italian,intransitive,0.517
GroNLP/gpt2-small-italian,irregular_past_participle_adjectives,0.217
GroNLP/gpt2-small-italian,irregular_past_participle_verbs,0.663
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_1,0.489
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_2,0.471
GroNLP/gpt2-small-italian,left_branch_island_echo_question,0.082
GroNLP/gpt2-small-italian,left_branch_island_simple_question,0.731
GroNLP/gpt2-small-italian,matrix_question_npi_licensor_present,0.242
GroNLP/gpt2-small-italian,npi_present_1,0.139
GroNLP/gpt2-small-italian,npi_present_2,0.131
GroNLP/gpt2-small-italian,only_npi_licensor_present,0.552
GroNLP/gpt2-small-italian,only_npi_scope,0.293
GroNLP/gpt2-small-italian,passive_1,0.581
GroNLP/gpt2-small-italian,passive_2,0.554
GroNLP/gpt2-small-italian,principle_A_c_command,0.571
GroNLP/gpt2-small-italian,principle_A_case_1,0.332
GroNLP/gpt2-small-italian,principle_A_case_2,0.514
GroNLP/gpt2-small-italian,principle_A_domain_1,0.226
GroNLP/gpt2-small-italian,principle_A_domain_2,0.519
GroNLP/gpt2-small-italian,principle_A_domain_3,0.418
GroNLP/gpt2-small-italian,principle_A_reconstruction,0.829
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_1,0.539
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_2,0.512
GroNLP/gpt2-small-italian,sentential_negation_npi_licensor_present,0.345
GroNLP/gpt2-small-italian,sentential_negation_npi_scope,0.786
GroNLP/gpt2-small-italian,sentential_subject_island,0.711
GroNLP/gpt2-small-italian,superlative_quantifiers_1,0.469
GroNLP/gpt2-small-italian,superlative_quantifiers_2,0.438
GroNLP/gpt2-small-italian,tough_vs_raising_1,0.167
GroNLP/gpt2-small-italian,tough_vs_raising_2,0.8
GroNLP/gpt2-small-italian,transitive,0.537
GroNLP/gpt2-small-italian,wh_island,0.457
GroNLP/gpt2-small-italian,wh_questions_object_gap,0.501
GroNLP/gpt2-small-italian,wh_questions_subject_gap,0.209
GroNLP/gpt2-small-italian,wh_questions_subject_gap_long_distance,0.455
GroNLP/gpt2-small-italian,wh_vs_that_no_gap,0.325
GroNLP/gpt2-small-italian,wh_vs_that_no_gap_long_distance,0.394
GroNLP/gpt2-small-italian,wh_vs_that_with_gap,0.681
GroNLP/gpt2-small-italian,wh_vs_that_with_gap_long_distance,0.6
dbddv01/gpt2-french-small,adjunct_island,0.702
dbddv01/gpt2-french-small,anaphor_gender_agreement,0.705
dbddv01/gpt2-french-small,anaphor_number_agreement,0.566
dbddv01/gpt2-french-small,animate_subject_passive,0.555
dbddv01/gpt2-french-small,animate_subject_trans,0.421
dbddv01/gpt2-french-small,causative,0.504
dbddv01/gpt2-french-small,complex_NP_island,0.637
dbddv01/gpt2-french-small,coordinate_structure_constraint_complex_left_branch,0.368
dbddv01/gpt2-french-small,coordinate_structure_constraint_object_extraction,0.224
dbddv01/gpt2-french-small,determiner_noun_agreement_1,0.513
dbddv01/gpt2-french-small,determiner_noun_agreement_2,0.508
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_1,0.513
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_2,0.497
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_2,0.508
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_1,0.469
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_2,0.517
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adjective_1,0.5
dbddv01/gpt2-french-small,distractor_agreement_relational_noun,0.486
dbddv01/gpt2-french-small,distractor_agreement_relative_clause,0.472
dbddv01/gpt2-french-small,drop_argument,0.416
dbddv01/gpt2-french-small,ellipsis_n_bar_1,0.604
dbddv01/gpt2-french-small,ellipsis_n_bar_2,0.27
dbddv01/gpt2-french-small,existential_there_object_raising,0.495
dbddv01/gpt2-french-small,existential_there_quantifiers_1,0.751
dbddv01/gpt2-french-small,existential_there_quantifiers_2,0.271
dbddv01/gpt2-french-small,existential_there_subject_raising,0.541
dbddv01/gpt2-french-small,expletive_it_object_raising,0.496
dbddv01/gpt2-french-small,inchoative,0.477
dbddv01/gpt2-french-small,intransitive,0.535
dbddv01/gpt2-french-small,irregular_past_participle_adjectives,0.34
dbddv01/gpt2-french-small,irregular_past_participle_verbs,0.489
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_1,0.497
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_2,0.513
dbddv01/gpt2-french-small,left_branch_island_echo_question,0.631
dbddv01/gpt2-french-small,left_branch_island_simple_question,0.379
dbddv01/gpt2-french-small,matrix_question_npi_licensor_present,0.21
dbddv01/gpt2-french-small,npi_present_1,0.595
dbddv01/gpt2-french-small,npi_present_2,0.587
dbddv01/gpt2-french-small,only_npi_licensor_present,0.931
dbddv01/gpt2-french-small,only_npi_scope,0.302
dbddv01/gpt2-french-small,passive_1,0.53
dbddv01/gpt2-french-small,passive_2,0.527
dbddv01/gpt2-french-small,principle_A_c_command,0.519
dbddv01/gpt2-french-small,principle_A_case_1,0.322
dbddv01/gpt2-french-small,principle_A_case_2,0.717
dbddv01/gpt2-french-small,principle_A_domain_1,0.428
dbddv01/gpt2-french-small,principle_A_domain_2,0.422
dbddv01/gpt2-french-small,principle_A_domain_3,0.443
dbddv01/gpt2-french-small,principle_A_reconstruction,0.512
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_1,0.588
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_2,0.485
dbddv01/gpt2-french-small,sentential_negation_npi_licensor_present,0.606
dbddv01/gpt2-french-small,sentential_negation_npi_scope,0.258
dbddv01/gpt2-french-small,sentential_subject_island,0.481
dbddv01/gpt2-french-small,superlative_quantifiers_1,0.454
dbddv01/gpt2-french-small,superlative_quantifiers_2,0.736
dbddv01/gpt2-french-small,tough_vs_raising_1,0.349
dbddv01/gpt2-french-small,tough_vs_raising_2,0.671
dbddv01/gpt2-french-small,transitive,0.504
dbddv01/gpt2-french-small,wh_island,0.661
dbddv01/gpt2-french-small,wh_questions_object_gap,0.699
dbddv01/gpt2-french-small,wh_questions_subject_gap,0.71
dbddv01/gpt2-french-small,wh_questions_subject_gap_long_distance,0.638
dbddv01/gpt2-french-small,wh_vs_that_no_gap,0.881
dbddv01/gpt2-french-small,wh_vs_that_no_gap_long_distance,0.856
dbddv01/gpt2-french-small,wh_vs_that_with_gap,0.138
dbddv01/gpt2-french-small,wh_vs_that_with_gap_long_distance,0.117
skt/kogpt2-base-v2,adjunct_island,0.25
skt/kogpt2-base-v2,anaphor_gender_agreement,0.35
skt/kogpt2-base-v2,anaphor_number_agreement,0.527
skt/kogpt2-base-v2,animate_subject_passive,0.479
skt/kogpt2-base-v2,animate_subject_trans,0.733
skt/kogpt2-base-v2,causative,0.492
skt/kogpt2-base-v2,complex_NP_island,0.375
skt/kogpt2-base-v2,coordinate_structure_constraint_complex_left_branch,0.704
skt/kogpt2-base-v2,coordinate_structure_constraint_object_extraction,0.269
skt/kogpt2-base-v2,determiner_noun_agreement_1,0.479
skt/kogpt2-base-v2,determiner_noun_agreement_2,0.472
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_1,0.509
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_2,0.493
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_2,0.495
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_1,0.494
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_2,0.495
skt/kogpt2-base-v2,determiner_noun_agreement_with_adjective_1,0.491
skt/kogpt2-base-v2,distractor_agreement_relational_noun,0.469
skt/kogpt2-base-v2,distractor_agreement_relative_clause,0.468
skt/kogpt2-base-v2,drop_argument,0.512
skt/kogpt2-base-v2,ellipsis_n_bar_1,0.655
skt/kogpt2-base-v2,ellipsis_n_bar_2,0.334
skt/kogpt2-base-v2,existential_there_object_raising,0.395
skt/kogpt2-base-v2,existential_there_quantifiers_1,0.864
skt/kogpt2-base-v2,existential_there_quantifiers_2,0.618
skt/kogpt2-base-v2,existential_there_subject_raising,0.55
skt/kogpt2-base-v2,expletive_it_object_raising,0.382
skt/kogpt2-base-v2,inchoative,0.537
skt/kogpt2-base-v2,intransitive,0.579
skt/kogpt2-base-v2,irregular_past_participle_adjectives,0.775
skt/kogpt2-base-v2,irregular_past_participle_verbs,0.296
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_1,0.489
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_2,0.546
skt/kogpt2-base-v2,left_branch_island_echo_question,0.385
skt/kogpt2-base-v2,left_branch_island_simple_question,0.647
skt/kogpt2-base-v2,matrix_question_npi_licensor_present,0.406
skt/kogpt2-base-v2,npi_present_1,0.642
skt/kogpt2-base-v2,npi_present_2,0.669
skt/kogpt2-base-v2,only_npi_licensor_present,0.227
skt/kogpt2-base-v2,only_npi_scope,0.26
skt/kogpt2-base-v2,passive_1,0.44
skt/kogpt2-base-v2,passive_2,0.465
skt/kogpt2-base-v2,principle_A_c_command,0.32
skt/kogpt2-base-v2,principle_A_case_1,0.834
skt/kogpt2-base-v2,principle_A_case_2,0.458
skt/kogpt2-base-v2,principle_A_domain_1,0.902
skt/kogpt2-base-v2,principle_A_domain_2,0.596
skt/kogpt2-base-v2,principle_A_domain_3,0.511
skt/kogpt2-base-v2,principle_A_reconstruction,0.794
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_1,0.624
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_2,0.522
skt/kogpt2-base-v2,sentential_negation_npi_licensor_present,0.551
skt/kogpt2-base-v2,sentential_negation_npi_scope,0.551
skt/kogpt2-base-v2,sentential_subject_island,0.677
skt/kogpt2-base-v2,superlative_quantifiers_1,0.732
skt/kogpt2-base-v2,superlative_quantifiers_2,0.254
skt/kogpt2-base-v2,tough_vs_raising_1,0.417
skt/kogpt2-base-v2,tough_vs_raising_2,0.61
skt/kogpt2-base-v2,transitive,0.368
skt/kogpt2-base-v2,wh_island,0.736
skt/kogpt2-base-v2,wh_questions_object_gap,0.38
skt/kogpt2-base-v2,wh_questions_subject_gap,0.38
skt/kogpt2-base-v2,wh_questions_subject_gap_long_distance,0.65
skt/kogpt2-base-v2,wh_vs_that_no_gap,0.3
skt/kogpt2-base-v2,wh_vs_that_no_gap_long_distance,0.38
skt/kogpt2-base-v2,wh_vs_that_with_gap,0.714
skt/kogpt2-base-v2,wh_vs_that_with_gap_long_distance,0.617
datificate/gpt2-small-spanish,adjunct_island,0.535
