Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.859
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.373
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.633
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.726
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.737
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.514
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.751
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.733
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.803
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.902
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.995
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.832
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.645
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.396
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.93
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.892
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.99
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.66
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.448
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.825
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.813
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.748
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.801
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.748
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.756
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.814
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.918
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.907
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.967
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.961
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.336
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.286
