Model,Task,Accuracy
rinna/japanese-gpt2-small,drop_argument,0.596
rinna/japanese-gpt2-small,ellipsis_n_bar_1,0.534
rinna/japanese-gpt2-small,ellipsis_n_bar_2,0.939
rinna/japanese-gpt2-small,existential_there_object_raising,0.608
rinna/japanese-gpt2-small,existential_there_quantifiers_1,0.676
rinna/japanese-gpt2-small,existential_there_quantifiers_2,0.144
rinna/japanese-gpt2-small,existential_there_subject_raising,0.608
rinna/japanese-gpt2-small,expletive_it_object_raising,0.584
rinna/japanese-gpt2-small,inchoative,0.46
rinna/japanese-gpt2-small,intransitive,0.459
rinna/japanese-gpt2-small,irregular_past_participle_adjectives,0.933
rinna/japanese-gpt2-small,irregular_past_participle_verbs,0.163
rinna/japanese-gpt2-small,irregular_plural_subject_verb_agreement_1,0.538
rinna/japanese-gpt2-small,irregular_plural_subject_verb_agreement_2,0.51
rinna/japanese-gpt2-small,left_branch_island_echo_question,0.732
rinna/japanese-gpt2-small,left_branch_island_simple_question,0.233
rinna/japanese-gpt2-small,matrix_question_npi_licensor_present,0.295
rinna/japanese-gpt2-small,npi_present_1,0.14
rinna/japanese-gpt2-small,npi_present_2,0.212
rinna/japanese-gpt2-small,only_npi_licensor_present,0.468
rinna/japanese-gpt2-small,only_npi_scope,0.235
rinna/japanese-gpt2-small,passive_1,0.573
rinna/japanese-gpt2-small,passive_2,0.578
rinna/japanese-gpt2-small,principle_A_c_command,0.295
rinna/japanese-gpt2-small,principle_A_case_1,0.514
rinna/japanese-gpt2-small,principle_A_case_2,0.559
rinna/japanese-gpt2-small,principle_A_domain_1,0.24
rinna/japanese-gpt2-small,principle_A_domain_2,0.47
rinna/japanese-gpt2-small,principle_A_domain_3,0.504
rinna/japanese-gpt2-small,principle_A_reconstruction,0.108
rinna/japanese-gpt2-small,regular_plural_subject_verb_agreement_1,0.463
rinna/japanese-gpt2-small,regular_plural_subject_verb_agreement_2,0.516
rinna/japanese-gpt2-small,sentential_negation_npi_licensor_present,0.829
rinna/japanese-gpt2-small,sentential_negation_npi_scope,0.349
rinna/japanese-gpt2-small,sentential_subject_island,0.331
rinna/japanese-gpt2-small,superlative_quantifiers_1,0.536
rinna/japanese-gpt2-small,superlative_quantifiers_2,0.228
rinna/japanese-gpt2-small,tough_vs_raising_1,0.614
rinna/japanese-gpt2-small,tough_vs_raising_2,0.436
rinna/japanese-gpt2-small,transitive,0.583
rinna/japanese-gpt2-small,wh_island,0.018
rinna/japanese-gpt2-small,wh_questions_object_gap,0.134
rinna/japanese-gpt2-small,wh_questions_subject_gap,0.279
rinna/japanese-gpt2-small,wh_questions_subject_gap_long_distance,0.367
rinna/japanese-gpt2-small,wh_vs_that_no_gap,0.146
rinna/japanese-gpt2-small,wh_vs_that_no_gap_long_distance,0.182
rinna/japanese-gpt2-small,wh_vs_that_with_gap,0.883
rinna/japanese-gpt2-small,wh_vs_that_with_gap_long_distance,0.82
GroNLP/gpt2-small-dutch,adjunct_island,0.712
GroNLP/gpt2-small-dutch,anaphor_gender_agreement,0.341
GroNLP/gpt2-small-dutch,anaphor_number_agreement,0.478
GroNLP/gpt2-small-dutch,animate_subject_passive,0.528
GroNLP/gpt2-small-dutch,animate_subject_trans,0.445
GroNLP/gpt2-small-dutch,causative,0.471
GroNLP/gpt2-small-dutch,complex_NP_island,0.545
GroNLP/gpt2-small-dutch,coordinate_structure_constraint_complex_left_branch,0.348
GroNLP/gpt2-small-dutch,coordinate_structure_constraint_object_extraction,0.618
GroNLP/gpt2-small-dutch,determiner_noun_agreement_1,0.524
GroNLP/gpt2-small-dutch,determiner_noun_agreement_2,0.521
GroNLP/gpt2-small-dutch,determiner_noun_agreement_irregular_1,0.558
GroNLP/gpt2-small-dutch,determiner_noun_agreement_irregular_2,0.475
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_2,0.523
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_irregular_1,0.529
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adj_irregular_2,0.486
GroNLP/gpt2-small-dutch,determiner_noun_agreement_with_adjective_1,0.511
GroNLP/gpt2-small-dutch,distractor_agreement_relational_noun,0.434
GroNLP/gpt2-small-dutch,distractor_agreement_relative_clause,0.401
GroNLP/gpt2-small-dutch,drop_argument,0.624
GroNLP/gpt2-small-dutch,ellipsis_n_bar_1,0.346
GroNLP/gpt2-small-dutch,ellipsis_n_bar_2,0.85
GroNLP/gpt2-small-dutch,existential_there_object_raising,0.669
GroNLP/gpt2-small-dutch,existential_there_quantifiers_1,0.551
GroNLP/gpt2-small-dutch,existential_there_quantifiers_2,0.09
GroNLP/gpt2-small-dutch,existential_there_subject_raising,0.612
GroNLP/gpt2-small-dutch,expletive_it_object_raising,0.628
GroNLP/gpt2-small-dutch,inchoative,0.414
GroNLP/gpt2-small-dutch,intransitive,0.496
GroNLP/gpt2-small-dutch,irregular_past_participle_adjectives,0.692
GroNLP/gpt2-small-dutch,irregular_past_participle_verbs,0.404
GroNLP/gpt2-small-dutch,irregular_plural_subject_verb_agreement_1,0.519
GroNLP/gpt2-small-dutch,irregular_plural_subject_verb_agreement_2,0.537
GroNLP/gpt2-small-dutch,left_branch_island_echo_question,0.713
GroNLP/gpt2-small-dutch,left_branch_island_simple_question,0.261
GroNLP/gpt2-small-dutch,matrix_question_npi_licensor_present,0.172
GroNLP/gpt2-small-dutch,npi_present_1,0.757
GroNLP/gpt2-small-dutch,npi_present_2,0.794
GroNLP/gpt2-small-dutch,only_npi_licensor_present,0.991
GroNLP/gpt2-small-dutch,only_npi_scope,0.374
GroNLP/gpt2-small-dutch,passive_1,0.589
GroNLP/gpt2-small-dutch,passive_2,0.616
GroNLP/gpt2-small-dutch,principle_A_c_command,0.501
GroNLP/gpt2-small-dutch,principle_A_case_1,0.622
GroNLP/gpt2-small-dutch,principle_A_case_2,0.571
GroNLP/gpt2-small-dutch,principle_A_domain_1,0.524
GroNLP/gpt2-small-dutch,principle_A_domain_2,0.564
GroNLP/gpt2-small-dutch,principle_A_domain_3,0.513
GroNLP/gpt2-small-dutch,principle_A_reconstruction,0.18
GroNLP/gpt2-small-dutch,regular_plural_subject_verb_agreement_1,0.588
GroNLP/gpt2-small-dutch,regular_plural_subject_verb_agreement_2,0.592
GroNLP/gpt2-small-dutch,sentential_negation_npi_licensor_present,0.307
GroNLP/gpt2-small-dutch,sentential_negation_npi_scope,0.368
GroNLP/gpt2-small-dutch,sentential_subject_island,0.291
GroNLP/gpt2-small-dutch,superlative_quantifiers_1,0.515
GroNLP/gpt2-small-dutch,superlative_quantifiers_2,0.467
GroNLP/gpt2-small-dutch,tough_vs_raising_1,0.404
GroNLP/gpt2-small-dutch,tough_vs_raising_2,0.606
GroNLP/gpt2-small-dutch,transitive,0.589
GroNLP/gpt2-small-dutch,wh_island,0.676
GroNLP/gpt2-small-dutch,wh_questions_object_gap,0.733
GroNLP/gpt2-small-dutch,wh_questions_subject_gap,0.917
GroNLP/gpt2-small-dutch,wh_questions_subject_gap_long_distance,0.881
GroNLP/gpt2-small-dutch,wh_vs_that_no_gap,0.987
GroNLP/gpt2-small-dutch,wh_vs_that_no_gap_long_distance,0.966
GroNLP/gpt2-small-dutch,wh_vs_that_with_gap,0.024
GroNLP/gpt2-small-dutch,wh_vs_that_with_gap_long_distance,0.032
dbmdz/german-gpt2,adjunct_island,0.782
dbmdz/german-gpt2,anaphor_gender_agreement,0.762
dbmdz/german-gpt2,anaphor_number_agreement,0.554
dbmdz/german-gpt2,animate_subject_passive,0.621
dbmdz/german-gpt2,animate_subject_trans,0.419
dbmdz/german-gpt2,causative,0.539
dbmdz/german-gpt2,complex_NP_island,0.504
dbmdz/german-gpt2,coordinate_structure_constraint_complex_left_branch,0.302
dbmdz/german-gpt2,coordinate_structure_constraint_object_extraction,0.816
dbmdz/german-gpt2,determiner_noun_agreement_1,0.706
dbmdz/german-gpt2,determiner_noun_agreement_2,0.889
dbmdz/german-gpt2,determiner_noun_agreement_irregular_1,0.695
dbmdz/german-gpt2,determiner_noun_agreement_irregular_2,0.77
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_2,0.811
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_1,0.634
dbmdz/german-gpt2,determiner_noun_agreement_with_adj_irregular_2,0.728
dbmdz/german-gpt2,determiner_noun_agreement_with_adjective_1,0.691
dbmdz/german-gpt2,distractor_agreement_relational_noun,0.612
dbmdz/german-gpt2,distractor_agreement_relative_clause,0.417
dbmdz/german-gpt2,drop_argument,0.438
dbmdz/german-gpt2,ellipsis_n_bar_1,0.607
dbmdz/german-gpt2,ellipsis_n_bar_2,0.886
dbmdz/german-gpt2,existential_there_object_raising,0.725
dbmdz/german-gpt2,existential_there_quantifiers_1,0.969
dbmdz/german-gpt2,existential_there_quantifiers_2,0.238
dbmdz/german-gpt2,existential_there_subject_raising,0.611
dbmdz/german-gpt2,expletive_it_object_raising,0.699
dbmdz/german-gpt2,inchoative,0.502
dbmdz/german-gpt2,intransitive,0.507
dbmdz/german-gpt2,irregular_past_participle_adjectives,0.922
dbmdz/german-gpt2,irregular_past_participle_verbs,0.551
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_1,0.654
dbmdz/german-gpt2,irregular_plural_subject_verb_agreement_2,0.729
dbmdz/german-gpt2,left_branch_island_echo_question,0.456
dbmdz/german-gpt2,left_branch_island_simple_question,0.29
dbmdz/german-gpt2,matrix_question_npi_licensor_present,0.22
dbmdz/german-gpt2,npi_present_1,0.826
dbmdz/german-gpt2,npi_present_2,0.835
dbmdz/german-gpt2,only_npi_licensor_present,0.971
dbmdz/german-gpt2,only_npi_scope,0.819
dbmdz/german-gpt2,passive_1,0.662
dbmdz/german-gpt2,passive_2,0.707
dbmdz/german-gpt2,principle_A_c_command,0.648
dbmdz/german-gpt2,principle_A_case_1,0.535
dbmdz/german-gpt2,principle_A_case_2,0.689
dbmdz/german-gpt2,principle_A_domain_1,0.044
dbmdz/german-gpt2,principle_A_domain_2,0.458
dbmdz/german-gpt2,principle_A_domain_3,0.548
dbmdz/german-gpt2,principle_A_reconstruction,0.356
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_1,0.738
dbmdz/german-gpt2,regular_plural_subject_verb_agreement_2,0.706
dbmdz/german-gpt2,sentential_negation_npi_licensor_present,0.572
dbmdz/german-gpt2,sentential_negation_npi_scope,0.437
dbmdz/german-gpt2,sentential_subject_island,0.429
dbmdz/german-gpt2,superlative_quantifiers_1,0.511
dbmdz/german-gpt2,superlative_quantifiers_2,0.769
dbmdz/german-gpt2,tough_vs_raising_1,0.452
dbmdz/german-gpt2,tough_vs_raising_2,0.545
dbmdz/german-gpt2,transitive,0.694
dbmdz/german-gpt2,wh_island,0.407
dbmdz/german-gpt2,wh_questions_object_gap,0.639
dbmdz/german-gpt2,wh_questions_subject_gap,0.913
dbmdz/german-gpt2,wh_questions_subject_gap_long_distance,0.936
dbmdz/german-gpt2,wh_vs_that_no_gap,0.967
dbmdz/german-gpt2,wh_vs_that_no_gap_long_distance,0.978
dbmdz/german-gpt2,wh_vs_that_with_gap,0.174
dbmdz/german-gpt2,wh_vs_that_with_gap_long_distance,0.079
GroNLP/gpt2-small-italian,adjunct_island,0.633
GroNLP/gpt2-small-italian,anaphor_gender_agreement,0.319
GroNLP/gpt2-small-italian,anaphor_number_agreement,0.494
GroNLP/gpt2-small-italian,animate_subject_passive,0.627
GroNLP/gpt2-small-italian,animate_subject_trans,0.459
GroNLP/gpt2-small-italian,causative,0.426
GroNLP/gpt2-small-italian,complex_NP_island,0.502
GroNLP/gpt2-small-italian,coordinate_structure_constraint_complex_left_branch,0.345
GroNLP/gpt2-small-italian,coordinate_structure_constraint_object_extraction,0.61
GroNLP/gpt2-small-italian,determiner_noun_agreement_1,0.551
GroNLP/gpt2-small-italian,determiner_noun_agreement_2,0.494
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_1,0.478
GroNLP/gpt2-small-italian,determiner_noun_agreement_irregular_2,0.479
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_2,0.513
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_1,0.454
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adj_irregular_2,0.479
GroNLP/gpt2-small-italian,determiner_noun_agreement_with_adjective_1,0.51
GroNLP/gpt2-small-italian,distractor_agreement_relational_noun,0.47
GroNLP/gpt2-small-italian,distractor_agreement_relative_clause,0.453
GroNLP/gpt2-small-italian,drop_argument,0.576
GroNLP/gpt2-small-italian,ellipsis_n_bar_1,0.432
GroNLP/gpt2-small-italian,ellipsis_n_bar_2,0.929
GroNLP/gpt2-small-italian,existential_there_object_raising,0.531
GroNLP/gpt2-small-italian,existential_there_quantifiers_1,0.611
GroNLP/gpt2-small-italian,existential_there_quantifiers_2,0.463
GroNLP/gpt2-small-italian,existential_there_subject_raising,0.413
GroNLP/gpt2-small-italian,expletive_it_object_raising,0.523
GroNLP/gpt2-small-italian,inchoative,0.46
GroNLP/gpt2-small-italian,intransitive,0.558
GroNLP/gpt2-small-italian,irregular_past_participle_adjectives,0.719
GroNLP/gpt2-small-italian,irregular_past_participle_verbs,0.429
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_1,0.507
GroNLP/gpt2-small-italian,irregular_plural_subject_verb_agreement_2,0.469
GroNLP/gpt2-small-italian,left_branch_island_echo_question,0.82
GroNLP/gpt2-small-italian,left_branch_island_simple_question,0.346
GroNLP/gpt2-small-italian,matrix_question_npi_licensor_present,0.083
GroNLP/gpt2-small-italian,npi_present_1,0.436
GroNLP/gpt2-small-italian,npi_present_2,0.449
GroNLP/gpt2-small-italian,only_npi_licensor_present,0.987
GroNLP/gpt2-small-italian,only_npi_scope,0.357
GroNLP/gpt2-small-italian,passive_1,0.496
GroNLP/gpt2-small-italian,passive_2,0.528
GroNLP/gpt2-small-italian,principle_A_c_command,0.598
GroNLP/gpt2-small-italian,principle_A_case_1,0.901
GroNLP/gpt2-small-italian,principle_A_case_2,0.551
GroNLP/gpt2-small-italian,principle_A_domain_1,0.674
GroNLP/gpt2-small-italian,principle_A_domain_2,0.511
GroNLP/gpt2-small-italian,principle_A_domain_3,0.446
GroNLP/gpt2-small-italian,principle_A_reconstruction,0.223
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_1,0.625
GroNLP/gpt2-small-italian,regular_plural_subject_verb_agreement_2,0.521
GroNLP/gpt2-small-italian,sentential_negation_npi_licensor_present,0.646
GroNLP/gpt2-small-italian,sentential_negation_npi_scope,0.381
GroNLP/gpt2-small-italian,sentential_subject_island,0.237
GroNLP/gpt2-small-italian,superlative_quantifiers_1,0.517
GroNLP/gpt2-small-italian,superlative_quantifiers_2,0.663
GroNLP/gpt2-small-italian,tough_vs_raising_1,0.435
GroNLP/gpt2-small-italian,tough_vs_raising_2,0.602
GroNLP/gpt2-small-italian,transitive,0.544
GroNLP/gpt2-small-italian,wh_island,0.01
GroNLP/gpt2-small-italian,wh_questions_object_gap,0.114
GroNLP/gpt2-small-italian,wh_questions_subject_gap,0.128
GroNLP/gpt2-small-italian,wh_questions_subject_gap_long_distance,0.188
GroNLP/gpt2-small-italian,wh_vs_that_no_gap,0.147
GroNLP/gpt2-small-italian,wh_vs_that_no_gap_long_distance,0.185
GroNLP/gpt2-small-italian,wh_vs_that_with_gap,0.853
GroNLP/gpt2-small-italian,wh_vs_that_with_gap_long_distance,0.803
dbddv01/gpt2-french-small,adjunct_island,0.721
dbddv01/gpt2-french-small,anaphor_gender_agreement,0.808
dbddv01/gpt2-french-small,anaphor_number_agreement,0.479
dbddv01/gpt2-french-small,animate_subject_passive,0.566
dbddv01/gpt2-french-small,animate_subject_trans,0.536
dbddv01/gpt2-french-small,causative,0.47
dbddv01/gpt2-french-small,complex_NP_island,0.566
dbddv01/gpt2-french-small,coordinate_structure_constraint_complex_left_branch,0.318
dbddv01/gpt2-french-small,coordinate_structure_constraint_object_extraction,0.441
dbddv01/gpt2-french-small,determiner_noun_agreement_1,0.54
dbddv01/gpt2-french-small,determiner_noun_agreement_2,0.517
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_1,0.517
dbddv01/gpt2-french-small,determiner_noun_agreement_irregular_2,0.474
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_2,0.509
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_1,0.489
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adj_irregular_2,0.478
dbddv01/gpt2-french-small,determiner_noun_agreement_with_adjective_1,0.528
dbddv01/gpt2-french-small,distractor_agreement_relational_noun,0.48
dbddv01/gpt2-french-small,distractor_agreement_relative_clause,0.423
dbddv01/gpt2-french-small,drop_argument,0.574
dbddv01/gpt2-french-small,ellipsis_n_bar_1,0.417
dbddv01/gpt2-french-small,ellipsis_n_bar_2,0.831
dbddv01/gpt2-french-small,existential_there_object_raising,0.573
dbddv01/gpt2-french-small,existential_there_quantifiers_1,0.604
dbddv01/gpt2-french-small,existential_there_quantifiers_2,0.354
dbddv01/gpt2-french-small,existential_there_subject_raising,0.464
dbddv01/gpt2-french-small,expletive_it_object_raising,0.561
dbddv01/gpt2-french-small,inchoative,0.549
dbddv01/gpt2-french-small,intransitive,0.563
dbddv01/gpt2-french-small,irregular_past_participle_adjectives,0.625
dbddv01/gpt2-french-small,irregular_past_participle_verbs,0.456
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_1,0.471
dbddv01/gpt2-french-small,irregular_plural_subject_verb_agreement_2,0.471
dbddv01/gpt2-french-small,left_branch_island_echo_question,0.693
dbddv01/gpt2-french-small,left_branch_island_simple_question,0.367
dbddv01/gpt2-french-small,matrix_question_npi_licensor_present,0.211
dbddv01/gpt2-french-small,npi_present_1,0.567
dbddv01/gpt2-french-small,npi_present_2,0.555
dbddv01/gpt2-french-small,only_npi_licensor_present,0.819
dbddv01/gpt2-french-small,only_npi_scope,0.147
dbddv01/gpt2-french-small,passive_1,0.577
dbddv01/gpt2-french-small,passive_2,0.51
dbddv01/gpt2-french-small,principle_A_c_command,0.644
dbddv01/gpt2-french-small,principle_A_case_1,0.008
dbddv01/gpt2-french-small,principle_A_case_2,0.688
dbddv01/gpt2-french-small,principle_A_domain_1,0.0
dbddv01/gpt2-french-small,principle_A_domain_2,0.369
dbddv01/gpt2-french-small,principle_A_domain_3,0.451
dbddv01/gpt2-french-small,principle_A_reconstruction,0.183
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_1,0.65
dbddv01/gpt2-french-small,regular_plural_subject_verb_agreement_2,0.549
dbddv01/gpt2-french-small,sentential_negation_npi_licensor_present,0.297
dbddv01/gpt2-french-small,sentential_negation_npi_scope,0.356
dbddv01/gpt2-french-small,sentential_subject_island,0.336
dbddv01/gpt2-french-small,superlative_quantifiers_1,0.678
dbddv01/gpt2-french-small,superlative_quantifiers_2,0.29
dbddv01/gpt2-french-small,tough_vs_raising_1,0.523
dbddv01/gpt2-french-small,tough_vs_raising_2,0.487
dbddv01/gpt2-french-small,transitive,0.512
dbddv01/gpt2-french-small,wh_island,0.163
dbddv01/gpt2-french-small,wh_questions_object_gap,0.617
dbddv01/gpt2-french-small,wh_questions_subject_gap,0.785
dbddv01/gpt2-french-small,wh_questions_subject_gap_long_distance,0.787
dbddv01/gpt2-french-small,wh_vs_that_no_gap,0.912
dbddv01/gpt2-french-small,wh_vs_that_no_gap_long_distance,0.947
dbddv01/gpt2-french-small,wh_vs_that_with_gap,0.082
dbddv01/gpt2-french-small,wh_vs_that_with_gap_long_distance,0.058
skt/kogpt2-base-v2,adjunct_island,0.726
skt/kogpt2-base-v2,anaphor_gender_agreement,0.334
skt/kogpt2-base-v2,anaphor_number_agreement,0.47
skt/kogpt2-base-v2,animate_subject_passive,0.596
skt/kogpt2-base-v2,animate_subject_trans,0.385
skt/kogpt2-base-v2,causative,0.415
skt/kogpt2-base-v2,complex_NP_island,0.531
skt/kogpt2-base-v2,coordinate_structure_constraint_complex_left_branch,0.278
skt/kogpt2-base-v2,coordinate_structure_constraint_object_extraction,0.651
skt/kogpt2-base-v2,determiner_noun_agreement_1,0.497
skt/kogpt2-base-v2,determiner_noun_agreement_2,0.511
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_1,0.447
skt/kogpt2-base-v2,determiner_noun_agreement_irregular_2,0.511
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_2,0.47
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_1,0.469
skt/kogpt2-base-v2,determiner_noun_agreement_with_adj_irregular_2,0.535
skt/kogpt2-base-v2,determiner_noun_agreement_with_adjective_1,0.523
skt/kogpt2-base-v2,distractor_agreement_relational_noun,0.433
skt/kogpt2-base-v2,distractor_agreement_relative_clause,0.437
skt/kogpt2-base-v2,drop_argument,0.539
skt/kogpt2-base-v2,ellipsis_n_bar_1,0.395
skt/kogpt2-base-v2,ellipsis_n_bar_2,0.896
skt/kogpt2-base-v2,existential_there_object_raising,0.654
skt/kogpt2-base-v2,existential_there_quantifiers_1,0.528
skt/kogpt2-base-v2,existential_there_quantifiers_2,0.007
skt/kogpt2-base-v2,existential_there_subject_raising,0.602
skt/kogpt2-base-v2,expletive_it_object_raising,0.611
skt/kogpt2-base-v2,inchoative,0.424
skt/kogpt2-base-v2,intransitive,0.378
skt/kogpt2-base-v2,irregular_past_participle_adjectives,0.84
skt/kogpt2-base-v2,irregular_past_participle_verbs,0.233
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_1,0.517
skt/kogpt2-base-v2,irregular_plural_subject_verb_agreement_2,0.471
skt/kogpt2-base-v2,left_branch_island_echo_question,0.838
skt/kogpt2-base-v2,left_branch_island_simple_question,0.254
skt/kogpt2-base-v2,matrix_question_npi_licensor_present,0.077
skt/kogpt2-base-v2,npi_present_1,0.862
skt/kogpt2-base-v2,npi_present_2,0.892
skt/kogpt2-base-v2,only_npi_licensor_present,0.935
skt/kogpt2-base-v2,only_npi_scope,0.474
skt/kogpt2-base-v2,passive_1,0.573
skt/kogpt2-base-v2,passive_2,0.592
skt/kogpt2-base-v2,principle_A_c_command,0.562
skt/kogpt2-base-v2,principle_A_case_1,0.446
skt/kogpt2-base-v2,principle_A_case_2,0.54
skt/kogpt2-base-v2,principle_A_domain_1,0.038
skt/kogpt2-base-v2,principle_A_domain_2,0.561
skt/kogpt2-base-v2,principle_A_domain_3,0.499
skt/kogpt2-base-v2,principle_A_reconstruction,0.206
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_1,0.578
skt/kogpt2-base-v2,regular_plural_subject_verb_agreement_2,0.504
skt/kogpt2-base-v2,sentential_negation_npi_licensor_present,0.915
skt/kogpt2-base-v2,sentential_negation_npi_scope,0.642
skt/kogpt2-base-v2,sentential_subject_island,0.213
skt/kogpt2-base-v2,superlative_quantifiers_1,0.898
skt/kogpt2-base-v2,superlative_quantifiers_2,0.554
skt/kogpt2-base-v2,tough_vs_raising_1,0.435
skt/kogpt2-base-v2,tough_vs_raising_2,0.608
skt/kogpt2-base-v2,transitive,0.602
skt/kogpt2-base-v2,wh_island,0.002
skt/kogpt2-base-v2,wh_questions_object_gap,0.27
skt/kogpt2-base-v2,wh_questions_subject_gap,0.384
skt/kogpt2-base-v2,wh_questions_subject_gap_long_distance,0.413
skt/kogpt2-base-v2,wh_vs_that_no_gap,0.325
skt/kogpt2-base-v2,wh_vs_that_no_gap_long_distance,0.393
skt/kogpt2-base-v2,wh_vs_that_with_gap,0.694
skt/kogpt2-base-v2,wh_vs_that_with_gap_long_distance,0.604
datificate/gpt2-small-spanish,adjunct_island,0.854
