Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_object_raising,0.75
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_1,0.971
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_quantifiers_2,0.718
tokyotech-llm/Llama-3-Swallow-8B-v0.1,existential_there_subject_raising,0.819
tokyotech-llm/Llama-3-Swallow-8B-v0.1,expletive_it_object_raising,0.722
tokyotech-llm/Llama-3-Swallow-8B-v0.1,inchoative,0.727
tokyotech-llm/Llama-3-Swallow-8B-v0.1,intransitive,0.67
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_adjectives,0.956
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.84
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.888
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.835
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.723
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.874
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.402
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.571
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.71
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.834
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.456
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.645
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.698
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.785
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.888
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.999
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.795
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.63
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.487
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.927
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.888
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.995
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.782
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.398
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.826
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.884
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.716
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.833
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.69
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.802
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.818
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.892
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.881
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.958
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.958
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.364
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.259
