Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.614
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.696
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.512
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.431
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.719
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.721
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.685
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.852
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.984
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.7
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.617
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.528
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.856
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.771
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.941
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.551
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.352
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.806
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.824
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.777
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.698
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.734
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.619
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.872
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.932
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.868
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.98
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.965
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.249
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.206
