Model,Task,Accuracy
tokyotech-llm/Llama-3-Swallow-8B-v0.1,inchoative,0.7
tokyotech-llm/Llama-3-Swallow-8B-v0.1,intransitive,0.61
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_adjectives,0.986
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_past_participle_verbs,0.862
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_1,0.886
tokyotech-llm/Llama-3-Swallow-8B-v0.1,irregular_plural_subject_verb_agreement_2,0.834
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_echo_question,0.664
tokyotech-llm/Llama-3-Swallow-8B-v0.1,left_branch_island_simple_question,0.86
tokyotech-llm/Llama-3-Swallow-8B-v0.1,matrix_question_npi_licensor_present,0.358
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_1,0.649
tokyotech-llm/Llama-3-Swallow-8B-v0.1,npi_present_2,0.723
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_licensor_present,0.736
tokyotech-llm/Llama-3-Swallow-8B-v0.1,only_npi_scope,0.501
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_1,0.76
tokyotech-llm/Llama-3-Swallow-8B-v0.1,passive_2,0.735
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_c_command,0.779
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_1,1.0
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_case_2,0.9
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_1,0.995
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_2,0.81
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_domain_3,0.642
tokyotech-llm/Llama-3-Swallow-8B-v0.1,principle_A_reconstruction,0.401
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_1,0.932
tokyotech-llm/Llama-3-Swallow-8B-v0.1,regular_plural_subject_verb_agreement_2,0.889
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_licensor_present,0.99
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_negation_npi_scope,0.667
tokyotech-llm/Llama-3-Swallow-8B-v0.1,sentential_subject_island,0.436
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_1,0.867
tokyotech-llm/Llama-3-Swallow-8B-v0.1,superlative_quantifiers_2,0.796
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_1,0.755
tokyotech-llm/Llama-3-Swallow-8B-v0.1,tough_vs_raising_2,0.8
tokyotech-llm/Llama-3-Swallow-8B-v0.1,transitive,0.75
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_island,0.755
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_object_gap,0.838
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap,0.924
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_questions_subject_gap_long_distance,0.911
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap,0.979
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_no_gap_long_distance,0.968
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap,0.302
tokyotech-llm/Llama-3-Swallow-8B-v0.1,wh_vs_that_with_gap_long_distance,0.245
